Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentWideRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,DeepTargetTargetsTotal,ReceptionsHero
Chris Manhertz,NYG,TE,17,No,No,No,6,2,No,No,1,0.5,0.3333,1,0.5,7,6,3,12,,,,1,,,6,58.3,1.1667,3.5,-3.7578,,7,6,3,,3.1935,3.1935,0.125,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,17,,,,,,,,,1,1,,
Garrett Wilson,NYJ,WR,56,No,No,No,52,16,No,Yes,15,0.9375,0.3077,13,0.8125,114,56,38,85,1,,0.3654,13,1,0.0625,5.3125,117.2,2.1923,7.125,0.6365,0.0625,8.7692,4.3077,2.9231,4,26.6506,26.6506,0.3019,17.4,30.4,23.9,30.4,30.4,33.4,26.9,30.4,30.4,30.4,23.9,30.4,30.4,7,2,,,1,,5,0.3846,0.6346,1,,,
Corey Kiner,ARZ,RB,4,Yes,No,No,2,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
Kameron Johnson,TB,WR,17,Yes,No,Yes,14,2,No,Yes,2,1,0.1429,2,1,13,7,2,6,,,0.3571,2,1,0.5,3,93.8,0.9286,6.5,-0.1172,,6.5,3.5,1,1,2.8271,2.8271,0.1176,1.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,17,,,,,,,,0.6429,,,,
Dyami Brown,JAX,WR,54,No,Yes,No,48,8,No,No,7,0.875,0.1667,5,0.625,23,18,10,39,2,,0.2708,8,3,0.375,4.875,66.7,0.4792,2.875,-3.9313,0.25,4.6,3.6,2,,17.7919,17.7919,0.1569,2.3,7.3,4.8,7.3,7.3,7.3,4.8,7.3,7.3,7.3,4.8,7.3,7.3,14,1,1,1,,,1,0.2,0.7292,4,,1,
Luther Burden,CHI,WR,84,No,No,No,82,24,No,Yes,23,0.9583,0.2927,21,0.875,166,139,30,51,2,0.0122,0.4146,22,10,0.4167,2.125,95.5,2.0244,6.9167,0.9512,0.0833,7.9048,6.619,1.4286,8,36.1301,36.1301,0.338,16.6,37.6,27.1,37.6,37.6,40.6,30.1,37.6,37.6,37.6,27.1,37.6,37.6,15,1,,1,,,5,0.2381,0.5732,1,,,
Ty Johnson,BUF,RB,68,Yes,No,No,52,7,No,Yes,7,1,0.1346,7,1,58,62,18,-25,,0.5577,0.25,6,4,0.5714,-3.5714,140.8,1.1154,8.2857,1.6832,,8.2857,8.8571,2.5714,4,12.823,12.823,0.1111,11.8,18.8,15.3,22.3,18.8,18.8,15.3,18.8,18.8,18.8,15.3,18.8,18.8,17,,,,1,,3,0.4286,0.1346,1,0.0577,,
Van Jefferson,TEN,WR,122,No,Yes,No,101,16,No,Yes,14,0.875,0.1584,13,0.8125,106,39,11,99,,,0.1485,12,1,0.0625,6.1875,115.1,1.0495,6.625,-0.1983,,8.1538,3,0.8462,5,26.1341,26.1341,0.1455,16.6,29.6,23.1,29.6,29.6,32.6,26.1,29.6,29.6,29.6,23.1,29.6,29.6,16,2,,2,1,,,,0.8515,1,,,
Elic Ayomanor,TEN,WR,154,No,Yes,No,131,21,No,No,16,0.7619,0.1603,13,0.619,116,32,16,157,3,,0.1832,17,,,7.4762,76.7,0.8855,5.5238,-1.6647,0.1429,8.9231,2.4615,1.2308,7,37.3887,37.3887,0.1579,11.6,24.6,18.1,24.6,24.6,27.6,21.1,24.6,24.6,24.6,18.1,24.6,24.6,16,3,1,2,,,1,0.0769,0.8168,1,,,
Andre Baccellia,ARZ,WR,23,No,Yes,No,21,1,No,Yes,1,1,0.0476,1,1,3,6,3,-3,,,0.4762,1,1,1,-3,79.2,0.1429,3,-1.9408,,3,6,3,,1.6358,1.6358,0.0455,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,5,,,,,,2,2,0.5238,,,,
Derrick Henry,BLT,RB,58,No,Yes,Yes,38,10,No,No,9,0.9,0.2632,8,0.8,66,60,19,10,1,0.9737,,3,1,0.1,1,54.6,1.7368,6.6,0.4536,0.1,8.25,7.5,2.375,2,14.0959,14.0959,0.1923,6.6,14.6,10.6,18.6,14.6,14.6,10.6,14.6,14.6,14.6,10.6,14.6,14.6,17,,,,,,2,0.25,0.0263,2,,,
Robert Tonyan,KC,TE,14,No,No,No,8,,No,No,,,,,,,,,,,,0.125,,,,,,,,,,,,,,1.3432,1.3432,,,,,,,,,,,,,,,16,,,,,,,,0.25,,0.625,,
Sean McKeon,IND,TE,2,Yes,Yes,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,
Kareem Hunt,KC,RB,89,No,No,No,52,7,No,No,6,0.8571,0.1346,6,0.8571,44,39,9,10,,0.9038,0.0385,2,1,0.1429,1.4286,132.4,0.8462,6.2857,-0.0487,,7.3333,6.5,1.5,4,14.3902,14.3902,0.0933,10.4,16.4,13.4,19.4,16.4,16.4,13.4,16.4,16.4,16.4,13.4,16.4,16.4,17,,1,,1,1,,,0.0577,1,,,
AJ Barner,SEA,TE,116,No,No,No,94,24,No,No,22,0.9167,0.2553,19,0.7917,155,97,24,83,2,0.0106,0.1064,14,1,0.0417,3.4583,121.4,1.6489,6.4583,0.0913,0.0833,8.1579,5.1053,1.2632,7,39.5001,39.5001,0.233,27.5,46.5,37,46.5,56,49.5,40,46.5,46.5,46.5,37,56,46.5,17,4,1,3,2,1,1,0.0526,0.0532,5,0.8298,,
Zach Charbonnet,SEA,RB,66,No,No,No,43,9,No,No,6,0.6667,0.2093,6,0.6667,39,34,11,16,,0.8605,0.0698,4,1,0.1111,1.7778,75.7,0.907,4.3333,-2.2579,,6.5,5.6667,1.8333,2,15.8345,15.8345,0.15,3.9,9.9,6.9,12.9,9.9,9.9,6.9,9.9,9.9,9.9,6.9,9.9,9.9,16,,,,,,2,0.3333,0.0465,1,0.0233,,
Chuba Hubbard,CAR,RB,84,Yes,No,Yes,62,19,No,Yes,18,0.9474,0.3065,16,0.8421,124,162,47,-33,2,0.8548,0.0323,8,2,0.1053,-1.7368,133.4,2,6.5263,0.6518,0.1053,7.75,10.125,2.9375,7,34.535,34.535,0.25,30.4,46.4,38.4,54.4,46.4,49.4,41.4,46.4,46.4,46.4,38.4,46.4,46.4,15,,,,3,,6,0.375,0.1129,5,,,
Jared Wayne,HST,WR,3,No,Yes,No,3,1,No,Yes,1,1,0.3333,1,1,3,1,1,2,,,0.3333,1,,,2,79.2,1,3,-2.3344,,3,1,1,,1.5092,1.5092,0.3333,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1,,,,,,,,0.6667,,,,
Xavier Worthy,KC,WR,121,No,No,No,108,21,No,Yes,18,0.8571,0.1944,17,0.8095,152,80,9,96,1,0.0278,0.2963,20,4,0.1905,4.5714,112.7,1.4074,7.2381,0.6249,0.0476,8.9412,4.7059,0.5294,8,40.8633,40.8633,0.2,21.2,38.2,29.7,38.2,38.2,41.2,32.7,38.2,38.2,38.2,29.7,38.2,38.2,14,2,,2,1,,1,0.0588,0.6759,5,,,
Rachaad White,TB,RB,98,Yes,No,Yes,76,16,No,Yes,16,1,0.2105,16,1,51,105,27,-54,,0.7632,0.1184,10,9,0.5625,-3.375,79.9,0.6711,3.1875,-2.5446,,3.1875,6.5625,1.6875,2,26.9591,26.9591,0.1758,5.1,21.1,13.1,29.1,21.1,21.1,13.1,21.1,21.1,21.1,13.1,21.1,21.1,17,,,,,,4,0.25,0.1184,5,,,
Cam Grandy,CIN,TE,1,No,No,No,1,1,Yes,Yes,1,1,1,1,1,1,5,1,-4,,,,1,,,-4,79.2,1,1,-5.3364,,1,5,1,,1.125,1.125,1,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,5,,,,,,,,,,1,,
Elijah Moore,BUF,WR,28,No,No,No,26,4,No,No,4,1,0.1538,2,0.5,7,,,17,1,0.0385,0.3462,3,1,0.25,4.25,56.3,0.2692,1.75,-4.5888,0.25,3.5,,,,5.9071,5.9071,0.1538,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,9,,,,,,,,0.6154,,,,
Malachi Corley,CLV,WR,23,No,Yes,No,21,6,No,No,5,0.8333,0.2857,5,0.8333,51,31,7,13,,0.0952,0.6667,4,2,0.3333,2.1667,102.1,2.4286,8.5,2.8423,,10.2,6.2,1.4,3,8.2668,8.2668,0.3158,5.1,10.1,7.6,10.1,10.1,10.1,7.6,10.1,10.1,10.1,7.6,10.1,10.1,13,1,,1,,,1,0.2,0.2381,,,,
Darren Waller,MIA,TE,42,No,No,No,37,6,No,Yes,6,1,0.1622,6,1,40,8,2,46,,,0.3243,5,,,7.6667,134,1.0811,6.6667,-0.9328,,6.6667,1.3333,0.3333,3,13.5033,13.5033,0.15,22,28,25,28,31,28,25,28,28,28,25,31,28,9,2,3,2,3,3,,,0.3784,3,0.2973,,
Isiah Pacheco,KC,RB,65,No,No,No,39,6,No,Yes,6,1,0.1538,5,0.8333,25,25,5,-1,1,0.7692,0.0769,2,,,-0.1667,84,0.641,4.1667,-1.9394,0.1667,5,5,1,,9.2163,9.2163,0.1034,2.5,7.5,5,10,7.5,7.5,5,7.5,7.5,7.5,5,7.5,7.5,13,,,,,,,,0.1538,1,,,
Pat Freiermuth,PIT,TE,97,No,Yes,Yes,82,14,No,No,12,0.8571,0.1707,12,0.8571,69,49,21,36,,,0.5122,11,5,0.3571,2.5714,87.2,0.8415,4.9286,-1.3526,,5.75,4.0833,1.75,2,21.3176,21.3176,0.1556,6.9,18.9,12.9,18.9,24.9,18.9,12.9,18.9,18.9,18.9,12.9,24.9,18.9,17,3,,3,,,1,0.0833,0.2195,2,0.2683,,
Calvin Austin,PIT,WR,93,No,Yes,Yes,85,21,No,No,19,0.9048,0.2471,15,0.7143,151,76,28,118,2,0.0118,0.4824,18,4,0.1905,5.619,91.6,1.7765,7.1905,0.3783,0.0952,10.0667,5.0667,1.8667,5,31.8484,31.8484,0.25,15.1,30.1,22.6,30.1,30.1,33.1,25.6,30.1,30.1,30.1,22.6,30.1,30.1,14,8,,7,,,3,0.2,0.5059,,,,
Ronnie Bell,NO,WR,4,No,Yes,No,3,,No,No,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,0.6667,,,,
Bijan Robinson,ATL,RB,144,No,Yes,No,115,38,No,No,34,0.8947,0.3304,32,0.8421,379,388,86,-1,2,0.6609,0.2,24,12,0.3158,-0.0263,143.3,3.2957,9.9737,3.7889,0.0526,11.8438,12.125,2.6875,12,60.3693,60.3693,0.2857,61.9,93.9,77.9,109.9,93.9,96.9,80.9,93.9,93.9,93.9,77.9,93.9,93.9,17,3,1,3,4,1,6,0.1875,0.1391,8,,,1
LeQuint Allen,JAX,RB,40,No,Yes,No,30,7,No,No,7,1,0.2333,7,1,36,43,20,-7,,0.8333,0.1,1,,,-1,88.1,1.2,5.1429,-0.8551,,5.1429,6.1429,2.8571,,10.9241,10.9241,0.1795,3.6,10.6,7.1,14.1,10.6,10.6,7.1,10.6,10.6,10.6,7.1,10.6,10.6,17,,,,,,,,0.0667,2,,,
Colston Loveland,CHI,TE,135,No,No,No,117,30,No,Yes,28,0.9333,0.2564,24,0.8,211,93,27,165,1,0.0085,0.3675,25,,,5.5,118.2,1.8034,7.0333,0.1311,0.0333,8.7917,3.875,1.125,14,53.3586,53.3586,0.2459,33.1,57.1,45.1,57.1,69.1,60.1,48.1,57.1,57.1,57.1,45.1,69.1,57.1,16,5,1,2,2,,,,0.2906,7,0.3333,,
Jaleel McLaughlin,DEN,RB,14,No,Yes,No,10,3,No,No,3,1,0.3,2,0.6667,23,30,16,-13,1,1,,2,1,0.3333,-4.3333,89.6,2.3,7.6667,1.9472,0.3333,11.5,15,8,1,4.1462,4.1462,0.2308,2.3,4.3,3.3,5.3,4.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,8,1,,,,,2,1,,,,,
Darnell Mooney,ATL,WR,126,No,Yes,No,112,16,No,No,13,0.8125,0.1429,10,0.625,104,19,6,144,1,,0.3929,14,1,0.0625,9,81.3,0.9286,6.5,-1.3621,0.0625,10.4,1.9,0.6,6,31.3982,31.3982,0.1391,10.4,20.4,15.4,20.4,20.4,23.4,18.4,20.4,20.4,20.4,15.4,20.4,20.4,15,3,2,1,,,,,0.6071,3,,,
Jeremy Ruckert,NYJ,TE,70,Yes,No,No,49,12,No,Yes,12,1,0.2449,10,0.8333,65,29,9,34,1,0.0204,0.1429,9,,,2.8333,89.2,1.3265,5.4167,-1.2243,0.0833,6.5,2.9,0.9,1,16.5789,16.5789,0.1935,6.5,16.5,11.5,16.5,21.5,16.5,11.5,16.5,16.5,16.5,11.5,21.5,16.5,17,3,,2,,,,,0.0816,1,0.7551,,
Kalif Raymond,DET,WR,58,No,No,No,49,12,No,Yes,10,0.8333,0.2449,10,0.8333,93,89,12,17,,,0.4082,9,5,0.4167,1.4167,126.7,1.898,7.75,1.9066,,9.3,8.9,1.2,4,20.61,20.61,0.2308,15.3,25.3,20.3,25.3,25.3,25.3,20.3,25.3,25.3,25.3,20.3,25.3,25.3,15,1,,1,1,,1,0.1,0.5918,,,,
Andrei Iosivas,CIN,WR,155,No,Yes,No,139,14,No,No,12,0.8571,0.1007,6,0.4286,72,26,3,114,3,,0.5755,10,,,8.1429,59.2,0.518,5.1429,-2.4176,0.2143,12,4.3333,0.5,5,24.8562,24.8562,0.1029,7.2,13.2,10.2,13.2,13.2,13.2,10.2,13.2,13.2,13.2,10.2,13.2,13.2,17,3,1,1,,,,,0.4245,2,,,
Isaac TeSlaa,DET,WR,86,No,No,No,77,3,No,Yes,2,0.6667,0.039,2,0.6667,31,21,13,28,,,0.2727,3,,,9.3333,100.7,0.4026,10.3333,2.4584,,15.5,10.5,6.5,2,6.5941,6.5941,0.039,3.1,5.1,4.1,5.1,5.1,5.1,4.1,5.1,5.1,5.1,4.1,5.1,5.1,17,,1,,,,,,0.7143,1,0.013,,
Allen Lazard,NYJ,WR,50,No,No,No,42,9,No,Yes,8,0.8889,0.2143,8,0.8889,55,31,12,45,,,0.5238,3,2,0.2222,5,129.2,1.3095,6.1111,-0.5867,,6.875,3.875,1.5,3,16.1912,16.1912,0.2,11.5,19.5,15.5,19.5,19.5,19.5,15.5,19.5,19.5,19.5,15.5,19.5,19.5,10,2,1,2,1,1,,,0.4762,2,,,
Hunter Renfrow,CAR,WR,44,No,No,No,42,6,No,Yes,5,0.8333,0.1429,5,0.8333,18,6,4,25,,,0.7143,5,1,0.1667,4.1667,118.8,0.4286,3,-3.3814,,3.6,1.2,0.8,3,13.0263,13.0263,0.1667,13.8,18.8,16.3,18.8,18.8,18.8,16.3,18.8,18.8,18.8,16.3,18.8,18.8,6,,2,,2,2,,,0.2857,2,,,
Zay Jones,ARZ,WR,51,Yes,No,No,47,5,No,Yes,3,0.6,0.1064,3,0.6,32,11,3,43,,,0.3191,4,,,8.6,39.2,0.6809,6.4,-0.9807,,10.6667,3.6667,1,2,12.1995,12.1995,0.1111,3.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,8,,1,,,,,,0.6809,2,,,
Jaylin Noel,HST,WR,61,Yes,Yes,No,59,9,No,Yes,7,0.7778,0.1525,7,0.7778,32,49,8,-10,,0.0169,0.6271,6,3,0.3333,-1.1111,118.5,0.5424,3.5556,-1.4997,,4.5714,7,1.1429,2,18.6838,18.6838,0.1579,9.2,16.2,12.7,16.2,16.2,16.2,12.7,16.2,16.2,16.2,12.7,16.2,16.2,17,1,,1,1,,,,0.3559,4,,,
Stefon Diggs,NE,WR,94,Yes,No,Yes,91,26,No,Yes,25,0.9615,0.2857,24,0.9231,231,116,56,130,1,,0.5385,19,2,0.0769,5,103.7,2.5385,8.8846,2.4511,0.0385,9.625,4.8333,2.3333,13,39.9319,39.9319,0.2989,23.1,47.1,35.1,47.1,47.1,50.1,38.1,47.1,47.1,47.1,35.1,47.1,47.1,17,2,1,2,,,5,0.2083,0.4615,3,,,1
Jaydon Blue,DAL,RB,11,No,No,No,7,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Ashton Jeanty,LV,RB,137,No,No,No,87,31,No,No,28,0.9032,0.3563,27,0.871,123,228,84,-93,,0.8506,0.0575,16,10,0.3226,-3,91.3,1.4138,3.9677,-1.7789,,4.5556,8.4444,3.1111,4,51.5076,51.5076,0.25,24.3,51.3,37.8,64.8,51.3,54.3,40.8,51.3,51.3,51.3,37.8,51.3,51.3,17,1,,,2,,7,0.2593,0.092,5,,,
Kyle Monangai,CHI,RB,80,No,No,No,51,9,No,Yes,9,1,0.1765,5,0.5556,68,62,23,14,4,0.8627,0.0196,3,1,0.1111,1.5556,79.9,1.3333,7.5556,1.0444,0.4444,13.6,12.4,4.6,2,15.5979,15.5979,0.1286,6.8,11.8,9.3,14.3,11.8,11.8,9.3,11.8,11.8,11.8,9.3,11.8,11.8,17,,,,,,4,0.8,0.0392,1,0.0784,,
Ben Sinnott,WAS,TE,33,No,Yes,No,26,3,No,No,3,1,0.1154,3,1,14,9,3,5,,0.0385,0.2692,3,,,1.6667,125.7,0.5385,4.6667,-1.2337,,4.6667,3,1,2,5.5583,5.5583,0.1111,7.4,10.4,8.9,10.4,11.9,10.4,8.9,10.4,10.4,10.4,8.9,11.9,10.4,16,,,,1,,,,0.1154,1,0.5769,,
Austin Ekeler,WAS,RB,12,No,Yes,No,9,3,No,Yes,2,0.6667,0.3333,2,0.6667,19,27,5,-8,,0.7778,0.2222,,,,-2.6667,84,2.1111,6.3333,0.939,,9.5,13.5,2.5,1,4.1602,4.1602,0.25,1.9,3.9,2.9,4.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,2,,,,,,2,1,,,,,
Devontez Walker,BLT,WR,15,No,Yes,Yes,14,1,No,No,1,1,0.0714,1,1,2,,,11,,,0.3571,1,,,11,118.8,0.1429,2,-6.3152,,2,,,1,3.8919,3.8919,0.0769,6.2,7.2,6.7,7.2,7.2,7.2,6.7,7.2,7.2,7.2,6.7,7.2,7.2,11,,1,,1,1,,,0.6429,1,,,
Daniel Bellinger,NYG,TE,70,No,No,No,46,5,No,No,5,1,0.1087,4,0.8,32,25,3,18,1,0.1304,0.4783,1,,,3.6,93.3,0.6957,6.4,-0.0788,0.2,8,6.25,0.75,1,11.8849,11.8849,0.0781,3.2,7.2,5.2,7.2,9.2,7.2,5.2,7.2,7.2,7.2,5.2,9.2,7.2,16,1,,,,,,,0.1087,1,0.2826,,
Dylan Drummond,ATL,WR,20,No,Yes,No,17,,No,No,,,,,,,,,,,,0.1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,0.8235,,,,
Drew Sample,CIN,TE,101,No,Yes,No,56,4,No,No,4,1,0.0714,3,0.75,21,22,5,-1,,0.2857,0.0536,1,,,-0.25,86.5,0.375,5.25,-0.1029,,7,7.3333,1.6667,1,5.9864,5.9864,0.046,2.1,5.1,3.6,5.1,6.6,5.1,3.6,5.1,5.1,5.1,3.6,6.6,5.1,17,1,,,,,,,,,0.6607,,
Curtis Samuel,BUF,WR,25,Yes,No,No,19,2,No,Yes,2,1,0.1053,2,1,19,2,,17,,,0.4737,2,,,8.5,106.3,1,9.5,1.8684,,9.5,1,,1,3.1873,3.1873,0.0833,1.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,6,,,,,,,,0.5263,,,,
Tanner Hudson,CIN,TE,26,No,Yes,No,23,7,No,No,6,0.8571,0.3043,6,0.8571,45,18,7,37,,0.0435,0.4783,3,,,5.2857,133,1.9565,6.4286,-0.2886,,7.5,3,1.1667,3,10.8803,10.8803,0.3043,10.5,16.5,13.5,16.5,19.5,16.5,13.5,16.5,16.5,16.5,13.5,19.5,16.5,13,1,1,1,1,1,1,0.1667,0.1304,1,0.3478,1,1
Najee Harris,LAC,RB,6,No,No,No,4,1,No,Yes,1,1,0.25,1,1,5,,,5,,0.75,,,,,5,87.5,1.25,5,-2.233,,5,,,,1.4465,1.4465,0.1667,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,,,,,,,,0.25,,,,
Chase Brown,CIN,RB,135,No,Yes,No,109,32,No,No,28,0.875,0.2936,24,0.75,117,139,34,-18,2,0.8257,0.1193,11,4,0.125,-0.5625,98,1.0734,3.6562,-2.485,0.0625,4.875,5.7917,1.4167,6,57.6085,57.6085,0.2602,29.7,53.7,41.7,65.7,53.7,56.7,44.7,53.7,53.7,53.7,41.7,53.7,53.7,17,5,3,3,3,2,9,0.375,0.055,6,,,1
Will Shipley,PHI,RB,26,No,Yes,No,22,6,No,No,6,1,0.2727,6,1,37,29,4,8,,0.8636,0.0455,2,1,0.1667,1.3333,92.4,1.6818,6.1667,0.121,,6.1667,4.8333,0.6667,1,8.5018,8.5018,0.2857,3.7,9.7,6.7,12.7,9.7,9.7,6.7,9.7,9.7,9.7,6.7,9.7,9.7,15,,,,,,,,0.0909,,,,
Kyren Williams,LA,RB,130,Yes,No,No,74,20,No,Yes,16,0.8,0.2703,14,0.7,99,71,28,51,1,0.8784,0.1216,5,,,2.55,114.4,1.3378,4.95,-1.5134,0.05,7.0714,5.0714,2,5,29.344,29.344,0.1695,21.9,35.9,28.9,42.9,35.9,35.9,28.9,35.9,35.9,35.9,28.9,35.9,35.9,17,3,,2,2,,2,0.1429,,5,,,
Payne Durham,TB,TE,31,Yes,No,Yes,13,1,No,Yes,1,1,0.0769,,,,,,-2,1,0.0769,0.3077,1,,,-2,39.6,,,-4.8511,1,,,,,1.5361,1.5361,0.0385,,,,,,,,,,,,,,17,,,,,,,,0.0769,,0.5385,,
Tucker Kraft,GB,TE,82,No,No,Yes,69,23,No,No,21,0.913,0.3333,19,0.8261,218,189,65,43,2,,0.3188,19,6,0.2609,1.8696,145.7,3.1594,9.4783,3.3298,0.087,11.4737,9.9474,3.4211,11,38.5898,38.5898,0.3239,45.8,64.8,55.3,64.8,74.3,67.8,58.3,64.8,64.8,64.8,55.3,74.3,64.8,8,1,1,1,4,1,5,0.2632,0.1014,7,0.5797,,
John Bates,WAS,TE,51,No,Yes,No,33,8,No,No,7,0.875,0.2424,7,0.875,66,54,14,25,,,0.0606,5,1,0.125,3.125,140.6,2,8.25,1.5921,,9.4286,7.7143,2,4,15.2983,15.2983,0.186,12.6,19.6,16.1,19.6,23.1,19.6,16.1,19.6,19.6,19.6,16.1,23.1,19.6,15,,1,,1,1,,,0.0909,1,0.8485,,
Trey McBride,ARZ,TE,215,Yes,No,No,203,61,No,Yes,54,0.8852,0.3005,50,0.8197,395,236,85,242,1,0.0049,0.5665,49,11,0.1803,3.9672,115.5,1.9458,6.4754,-0.1737,0.0164,7.9,4.72,1.7,22,100.2778,100.2778,0.305,63.5,113.5,88.5,113.5,138.5,116.5,91.5,113.5,113.5,113.5,88.5,138.5,113.5,17,12,6,8,4,4,5,0.1,0.1133,10,0.3153,,
Cam Skattebo,NYG,RB,40,Yes,Yes,No,33,12,No,No,11,0.9167,0.3636,10,0.8333,103,114,36,-12,1,0.9394,0.0303,7,5,0.4167,-1,102.4,3.1212,8.5833,2.5147,0.0833,10.3,11.4,3.6,6,18.1482,18.1482,0.3529,10.3,20.3,15.3,25.3,20.3,23.3,18.3,20.3,20.3,20.3,15.3,20.3,20.3,8,,,,,,4,0.4,0.0303,1,,,
Dont'e Thornton,LV,WR,77,No,No,No,63,8,No,No,5,0.625,0.127,3,0.375,16,2,2,75,1,,0.3651,7,,,9.375,45.8,0.254,2,-5.9321,0.125,5.3333,0.6667,0.6667,1,12.5311,12.5311,0.1127,1.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,15,2,,1,,,,,0.6349,1,,,
Malik Davis,DAL,RB,15,Yes,No,Yes,9,1,No,Yes,1,1,0.1111,,,,,,2,1,1,,,,,2,39.6,,,-6.3947,1,,,,,1.3168,1.3168,0.0769,,,,,,,,,,,,,,10,1,,,,,,,,,,,
Dawson Knox,BUF,TE,100,Yes,No,No,87,22,No,Yes,21,0.9545,0.2529,14,0.6364,135,66,15,142,4,,0.2874,14,1,0.0455,6.4545,111,1.5517,6.1364,-1.5598,0.1818,9.6429,4.7143,1.0714,8,41.2975,41.2975,0.2292,25.5,39.5,32.5,39.5,46.5,42.5,35.5,39.5,39.5,39.5,32.5,46.5,39.5,17,5,3,1,2,1,1,0.0714,0.1494,7,0.5632,1,
Noah Brown,WAS,WR,19,Yes,No,Yes,15,3,No,Yes,2,0.6667,0.2,2,0.6667,18,7,2,18,,,0.4,2,,,6,82.6,1.2,6,-0.7921,,9,3.5,1,,6.1862,6.1862,0.1765,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,4,,,,,,,,0.6,,,,
Dontayvion Wicks,GB,WR,77,No,No,Yes,66,14,No,Yes,12,0.8571,0.2121,12,0.8571,86,15,2,89,,,0.4697,13,1,0.0714,6.3571,92.3,1.303,6.1429,-0.9111,,7.1667,1.25,0.1667,7,22.1119,22.1119,0.2154,8.6,20.6,14.6,20.6,20.6,20.6,14.6,20.6,20.6,20.6,14.6,20.6,20.6,14,1,1,1,,,,,0.5303,1,,,
Marcedes Lewis,DEN,TE,4,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,
Emeka Egbuka,TB,WR,144,Yes,No,Yes,128,25,No,Yes,19,0.76,0.1953,16,0.64,174,109,36,121,2,,0.3203,20,6,0.24,4.84,94.4,1.3594,6.96,0.2683,0.08,10.875,6.8125,2.25,7,39.4074,39.4074,0.1923,29.4,45.4,37.4,45.4,45.4,48.4,40.4,45.4,45.4,45.4,37.4,45.4,45.4,17,2,,1,2,,1,0.0625,0.6797,4,,,
