"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"332","Blake Whiteheart","CLV","TE","16","2025","79","13.0","7.3","44","1.3","6","0.4","1.1","0.08","2","33.3","4","0.3","0.1","0.05","0.67","2.00","2","1.00","","","0","0.0","0","0","0","1","2","0.6","0","","0","0.000","0","","4","66.7","0","","2","0","0.0","0","42.4","6.7","-6.4","11.4","22.8","64.6","1.3","0.03","0.2","2.4","9.6","0.6","0.12","9.6"
"333","Jelani Woods","NYJ","TE","4","2025","18","11.4","5.0","10","1.4","2","0.5","1.5","0.11","1","50.0","4","1.0","0.5","0.22","2.00","4.00","2","2.00","1","1.00","0","0.0","0","0","0","0","1","1.1","0","","0","0.000","0","","2","100.0","0","","2","1","50.0","0","56.3","11.1","-5.0","11.1","16.7","72.2","","0.08","0.4","1.4","3.3","0.8","0.18","3.3"
"334","Jalen Royals","KC","WR","7","2025","31","11.9","7.0","21","1.5","3","0.4","1.4","0.10","2","66.7","4","0.6","0.3","0.13","1.33","2.00","4","2.00","1","0.50","0","0.0","0","0","0","1","2","1.3","0","","0","0.000","0","","2","66.7","1","33.3","0","0","0.0","0","70.1","11.5","-6.0","71.0","29.0","","","0.08","0.3","2.4","6.4","0.9","0.21","6.4"
"335","Jared Wiley","KC","TE","4","2025","9","6.6","-4.0","-4","-0.6","1","0.3","0.9","0.11","1","100.0","4","1.0","0.7","0.44","4.00","4.00","8","8.00","4","4.00","0","0.0","0","0","0","0","1","1.4","0","","1","0.111","0","","1","100.0","0","","0","0","0.0","0","83.3","10.0","-2.3","22.2","11.1","44.4","22.2","0.16","0.4","1.4","1.3","0.3","0.14","1.3"
"336","Samori Toure","NO","WR","1","2025","8","19.0","12.3","37","13.0","3","3.0","8.6","0.38","1","33.3","3","3.0","1.2","0.38","1.00","3.00","0","","","","0","0.0","1","0","0","1","3","11.5","0","","0","0.000","0","","1","33.3","0","","0","0","0.0","0","2.8","37.5","-7.1","75.0","25.0","","","0.16","1.3","1.3","4.4","4.4","0.55","4.4"
"337","Drake Dabney","GB","TE","2","2025","9","18.4","5.0","10","3.4","2","1.0","5.6","0.22","1","50.0","3","1.5","0.9","0.33","1.50","3.00","1","1.00","1","1.00","0","0.0","1","0","0","0","0","0.0","0","","0","0.000","0","","1","50.0","0","","1","1","100.0","0","56.3","20.0","-5.5","11.1","44.4","44.4","","0.14","0.7","1.3","3.3","1.6","0.36","3.3"
"338","Carter Runyon","LV","TE","10","2025","7","2.0","-3.0","-3","-0.2","1","0.1","0.3","0.14","1","100.0","3","0.3","0.2","0.43","3.00","3.00","6","6.00","1","1.00","0","0.0","0","0","0","0","1","0.5","0","","0","0.000","0","","1","100.0","1","100.0","0","0","0.0","0","79.2","8.3","-2.9","28.6","14.3","57.1","","0.19","0.1","1.3","1.5","0.2","0.22","1.5"
"339","Robert Tonyan","KC","TE","16","2025","28","4.2","1.0","1","0.0","1","0.1","0.2","0.04","1","100.0","1","0.1","0.0","0.04","1.00","1.00","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","79.2","3.3","-4.8","14.3","25.0","60.7","","0.04","0.1","1.1","2.7","0.2","0.10","2.7"
"340","Pharaoh Brown","ARZ","TE","7","2025","18","5.5","-0.5","-1","0.0","2","0.3","0.7","0.11","2","100.0","1","0.1","0.0","0.06","0.50","0.50","2","1.00","","","0","0.0","1","0","0","0","2","1.0","0","","0","0.000","0","","2","100.0","0","","0","0","0.0","0","79.2","10.5","-4.8","","5.6","88.9","5.6","0.12","0.3","2.1","5.7","0.8","0.31","5.7"
"341","CJ Dippre","NE","TE","2","2025","3","5.4","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"342","Cameron Latu","PHI","TE","15","2025","12","2.4","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","33.3","41.7","25.0","0.00","","0.0","0.0","0.0","0.00","0.0"
"343","Ja'Corey Brooks","WAS","WR","1","2025","2","5.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","100.0","","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"344","Sean McKeon","IND","TE","1","2025","2","5.3","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"345","Teagan Quitoriano","ATL","TE","15","2025","5","1.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"346","Brandon Smith","NYJ","WR","1","2025","3","7.9","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","100.0","","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"347","Charlie Jones","CIN","WR","14","2025","10","1.8","40.0","40","1.0","1","0.1","0.2","0.10","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","1","1","0.3","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","10.0","-15.0","70.0","30.0","","","0.00","","0.0","1.5","0.1","0.15","1.5"
"348","Marcedes Lewis","DEN","TE","5","2025","3","1.5","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"349","Steven Sims","ARZ","WR","3","2025","3","2.6","2.0","2","0.3","1","0.3","1.0","0.33","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","1","100.0","1","100.0","0","","0","0","0.0","0","39.6","33.3","-5.3","100.0","","","","0.00","","0.0","1.4","0.5","0.46","1.4"
"350","Maurice Alexander","CHI","WR","1","2025","1","2.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","100.0","","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"351","Zach Horton","DET","TE","2","2025","1","1.3","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","","100.0","0.00","","0.0","0.0","0.0","0.00","0.0"
"352","Brayden Willis","SF","TE","6","2025","5","1.9","2.0","2","0.1","1","0.2","0.4","0.20","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","1","0.6","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","20.0","-6.4","20.0","40.0","40.0","","0.00","","0.0","1.5","0.3","0.30","1.5"
"353","Dalen Cambre","NYG","WR","6","2025","4","1.8","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","50.0","50.0","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"354","Laquon Treadwell","IND","WR","9","2025","15","4.8","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","73.3","26.7","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"355","LaJohntay Wester","BLT","WR","16","2025","26","5.4","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","34.6","65.4","","","-0.04","-0.1","-1.0","0.0","0.0","0.00","0.0"
"356","Myles Price","MIN","WR","16","2025","1","0.2","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","100.0","","","-3.00","-0.2","-3.0","0.0","0.0","0.00","0.0"
"357","Simi Fehoko","ARZ","WR","7","2025","21","6.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","81.0","19.0","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"358","Jalen Cropper","DAL","WR","3","2025","1","0.9","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","100.0","","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"359","Stephen Carlson","CHI","TE","2","2025","4","4.9","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","25.0","50.0","25.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"360","Coleman Owen","IND","WR","2","2025","1","1.5","3.0","3","0.6","1","0.5","1.6","1.00","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","1","2.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","100.0","-5.4","","100.0","","","0.00","","0.0","1.4","0.7","1.43","1.4"
"361","Chris Blair","ATL","WR","3","2025","5","5.0","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","40.0","60.0","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"362","Treyton Welch","NO","TE","3","2025","6","5.1","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","33.3","66.7","","0.00","","0.0","0.0","0.0","0.00","0.0"
"363","Russell Gage","SF","WR","1","2025","19","48.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","47.4","52.6","","","0.00","","0.0","1.5","1.5","0.08","1.5"
"364","Mecole Hardman","BUF","WR","2","2025","2","3.6","46.0","46","10.7","1","0.5","2.0","0.50","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","1","1","3.1","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","50.0","-15.0","50.0","50.0","","","-0.50","-0.5","-1.0","2.6","1.3","1.29","2.6"
"365","E.J. Jenkins","PHI","TE","2","2025","1","1.6","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"366","Giovanni Ricci","DET","TE","3","2025","6","4.5","2.0","2","0.2","1","0.3","0.8","0.17","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","0","0","0","1","1.1","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","9.1","-6.4","33.3","","66.7","","0.00","","0.0","3.5","1.2","0.58","3.5"
"367","Dalevon Campbell","CAR","WR","2","2025","5","7.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","40.0","60.0","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"368","Malik Turner","SF","WR","3","2025","5","4.2","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","100.0","","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"369","Ko Kieft","TB","TE","3","2025","1","0.9","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"370","Jason Brownlee","KC","WR","6","2025","12","4.8","14.0","14","0.9","1","0.2","0.5","0.08","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","1","0","0","1","0.7","0","","0","0.000","0","","0","","0","","0","0","0.0","0","39.6","9.1","-9.8","100.0","","","","0.00","","0.0","2.9","0.5","0.24","2.9"
"371","Nick Kallerup","SEA","TE","9","2025","9","3.2","7.0","7","0.4","1","0.1","0.4","0.11","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","1","0","0","0","0","0.0","0","","0","0.000","0","","1","100.0","0","","1","0","0.0","0","39.6","4.5","-7.3","","","100.0","","0.00","","0.0","4.0","0.4","0.45","4.0"
"372","Jimmy Holiday","KC","WR","1","2025","1","2.5","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","100.0","","","0.00","","0.0","0.0","0.0","0.00","0.0"
"373","Hayden Rucci","MIA","TE","4","2025","2","1.7","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","","","100.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"374","Thomas Fidone","NYG","TE","2","2025","11","14.5","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","9.1","63.6","27.3","","0.00","","0.0","0.0","0.0","0.00","0.0"
"375","Travis Vokolek","ARZ","TE","3","2025","4","3.9","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","25.0","","75.0","","0.00","","0.0","0.0","0.0","0.00","0.0"
"376","Nick Vannett","MIN, LA","TE","5","2025","9","4.5","0.0","0","0.0","0","0.0","0.0","","0","","0","0.0","0.0","","0.00","","0","","","","0","0.0","0","0","0","0","0","0.0","0","","0","0.000","0","","0","","0","","0","0","0.0","0","0.0","","","22.2","11.1","66.7","","0.00","","0.0","0.0","0.0","0.00","0.0"
