Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,DropsTotal,AveragesPerTargetDropsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero
Jaxon Smith-Njigba,SEA,WR,56,Yes,No,Yes,53,15,No,1,Yes,15,1,0.283,14,,0.9333,62,100,30,-44,,2,0.1429,,0.2264,0.7547,15,12,0.8,-2.9333,83.9,1.1698,4.1333,-0.8381,4.4286,7.1429,2.1429,2,22.6194,22.6194,0.2679,5.2,19.2,12.2,19.2,19.2,19.2,11.2,18.2,18.2,18.2,11.2,19.2,18.2,1,17,,,0.0189,
Mitchell Tinsley,CIN,WR,32,No,No,No,20,1,No,,Yes,1,1,0.05,1,,1,8,9,1,-1,,,,,0.15,0.85,1,,,-1,100,0.4,8,1.8301,8,9,1,,1.4556,1.4556,0.0312,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,17,,,,
Brycen Tremayne,CAR,WR,15,No,No,Yes,11,1,No,,Yes,1,1,0.0909,1,,1,9,9,1,,,1,1,0.0909,0.2727,0.6364,1,,,,104.2,0.8182,9,2.9614,9,9,1,,1.7228,1.7228,0.0667,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,16,,,,
Chris Blair,ATL,WR,2,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Sterling Shepard,TB,WR,62,Yes,No,No,38,7,No,,Yes,7,1,0.1842,7,,1,50,64,22,-14,,1,0.1429,,0.4474,0.5526,7,7,1,-2,96.4,1.3158,7.1429,1.7262,7.1429,9.1429,3.1429,1,10.9879,10.9879,0.1129,5,12,8.5,12,12,12,8.5,12,12,12,8.5,12,12,,13,,,,
Khalil Shakir,BUF,WR,90,No,No,Yes,71,35,No,,Yes,33,0.9429,0.493,31,,0.8857,209,289,137,-94,2,10,0.3226,,0.5915,0.3521,31,26,0.7429,-2.6857,110.6,2.9437,5.9714,0.8305,6.7419,9.3226,4.4194,10,59.6894,59.6894,0.3889,32.9,63.9,48.4,63.9,63.9,66.9,51.4,63.9,63.9,63.9,48.4,63.9,63.9,5,16,2,0.0571,0.0563,
Tez Johnson,TB,WR,52,No,No,Yes,37,9,No,,Yes,9,1,0.2432,9,,1,47,75,14,-28,1,7,0.7778,,0.5135,0.4865,9,4,0.4444,-3.1111,125.5,1.2703,5.2222,0.2678,5.2222,8.3333,1.5556,1,14.9246,14.9246,0.1731,10.7,19.7,15.2,19.7,19.7,19.7,15.2,19.7,19.7,19.7,15.2,19.7,19.7,1,16,,,,
Christian McCaffrey,SF,RB,72,Yes,No,Yes,57,33,No,2,Yes,32,0.9697,0.5789,28,,0.8485,200,295,77,-112,1,6,0.2143,0.8596,0.1228,0.0175,23,21,0.6364,-3.3939,102,3.5088,6.0606,0.2726,7.1429,10.5357,2.75,11,56.7921,56.7921,0.4583,26,54,40,68,54,57,43,54,54,54,40,54,54,7,17,3,0.0909,,
Pharaoh Brown,ARZ,TE,6,Yes,No,No,3,1,No,,Yes,1,1,0.3333,1,,1,,2,,-2,,,,,,,1,,,-2,79.2,,,-4.8511,,2,,,4.1063,4.1063,0.1667,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,1,7,,,1,
Rico Dowdle,CAR,RB,58,No,No,Yes,40,32,No,1,Yes,30,0.9375,0.8,27,,0.8438,195,297,97,-119,,5,0.1852,1,,,13,11,0.3438,-3.7188,79,4.875,6.0938,0.5346,7.2222,11,3.5926,11,49.1822,49.1822,0.5517,19.5,46.5,33,60,46.5,49.5,36,46.5,46.5,46.5,33,46.5,46.5,3,17,3,0.0938,,
Chris Olave,NO,WR,82,No,Yes,No,68,12,No,1,Yes,11,0.9167,0.1765,10,,0.8333,46,75,15,-39,,3,0.3,0.0147,0.4559,0.5294,11,10,0.8333,-3.25,82.6,0.6765,3.8333,-1.045,4.6,7.5,1.5,3,20.2969,20.2969,0.1463,4.6,14.6,9.6,14.6,14.6,14.6,9.6,14.6,14.6,14.6,9.6,14.6,14.6,,16,,,,
Jerome Ford,CLV,RB,27,No,No,No,26,19,No,,Yes,19,1,0.7308,18,,0.9474,64,134,29,-73,,3,0.1667,0.9615,,,9,7,0.3684,-3.8421,80.7,2.4615,3.3684,-2.3099,3.5556,7.4444,1.6111,4,31.2313,31.2313,0.7037,6.4,24.4,15.4,33.4,24.4,24.4,15.4,24.4,24.4,24.4,15.4,24.4,24.4,4,13,1,0.0526,0.0385,
George Pickens,DAL,WR,98,No,No,No,79,1,No,,Yes,1,1,0.0127,1,,1,6,7,2,-1,,,,,0.0633,0.9367,1,1,1,-1,91.7,0.0759,6,-0.1699,6,7,2,,1.519,1.519,0.0102,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,,17,,,,
Ricky Pearsall,SF,WR,42,No,No,No,28,3,No,,Yes,3,1,0.1071,2,,0.6667,1,8,2,-15,,,,,0.1429,0.8571,3,3,1,-5,70.1,0.0357,0.3333,-3.6555,0.5,4,1,,4.9169,4.9169,0.0714,0.1,2.1,1.1,2.1,2.1,2.1,1.1,2.1,2.1,2.1,1.1,2.1,2.1,,9,1,0.3333,,
Jeremy McNichols,WAS,RB,32,No,No,Yes,23,19,No,,Yes,16,0.8421,0.8261,16,,0.8421,87,150,62,-72,,7,0.4375,0.7391,0.2174,0.0435,9,7,0.3684,-3.7895,85.7,3.7826,4.5789,-1.1126,5.4375,9.375,3.875,6,28.9593,28.9593,0.5938,8.7,24.7,16.7,32.7,24.7,24.7,16.7,24.7,24.7,24.7,16.7,24.7,24.7,2,17,,,,
Jaylen Waddle,MIA,WR,85,Yes,No,No,63,4,No,,Yes,4,1,0.0635,4,,1,2,19,2,-17,,1,0.25,,0.254,0.746,2,2,0.5,-4.25,79.2,0.0317,0.5,-3.9132,0.5,4.75,0.5,,5.5986,5.5986,0.0471,0.52,4.52,2.52,4.52,4.52,4.52,2.52,4.52,4.52,4.52,2.52,4.6,4.6,,16,,,,
Tee Higgins,CIN,WR,88,No,No,No,64,1,No,,Yes,1,1,0.0156,1,,1,8,8,4,,,,,0.0156,0.125,0.8594,1,,,,100,0.125,8,1.9614,8,8,4,,1.3973,1.3973,0.0114,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,15,,,,
Josh Jacobs,GB,RB,56,No,No,No,37,30,No,,Yes,23,0.7667,0.8108,23,,0.7667,168,251,78,-105,,11,0.4783,0.8378,0.0541,0.027,9,7,0.2333,-3.5,89.3,4.5405,5.6,-0.1284,7.3043,10.913,3.3913,4,46.377,46.377,0.5357,16.8,39.8,28.3,51.3,39.8,42.8,31.3,39.8,39.8,39.8,28.3,39.8,39.8,4,15,,,0.0811,
Cade Stover,HST,TE,12,Yes,Yes,No,11,7,No,,Yes,7,1,0.6364,5,,0.7143,23,26,13,-3,,,,,0.1818,,5,,,-0.4286,75.3,2.0909,3.2857,-1.8854,4.6,5.2,2.6,1,10.4454,10.4454,0.5833,2.3,7.3,4.8,7.3,9.8,7.3,4.8,7.3,7.3,7.3,4.8,9.8,7.3,2,9,1,0.1429,0.8182,
Scott Miller,PIT,WR,29,No,No,No,22,4,No,,Yes,4,1,0.1818,4,,1,19,25,8,-6,,1,0.25,,0.2727,0.7273,4,3,0.75,-1.5,86.5,0.8636,4.75,-1.0845,4.75,6.25,2,,6.0589,6.0589,0.1379,1.9,5.9,3.9,5.9,5.9,5.9,3.9,5.9,5.9,5.9,3.9,5.9,5.9,1,13,,,,
Stephen Carlson,CHI,TE,3,No,No,Yes,1,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Grant Calcaterra,PHI,TE,21,No,No,Yes,7,,No,,Yes,,,,,,,,,,,,,,,0.5714,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,0.2857,
Rashod Bateman,BLT,WR,45,No,No,No,28,,No,,Yes,,,,,,,,,,,,,,,0.1071,0.8929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
Clyde Edwards-Helaire,KC,RB,2,No,No,No,2,2,No,,Yes,2,1,1,2,,1,9,14,5,-5,,,,1,,,,,,-2.5,85.4,4.5,4.5,-1.1945,4.5,7,2.5,,3.6635,3.6635,1,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,,2,,,,
Mike Gesicki,CIN,TE,30,No,No,No,23,3,No,,Yes,2,0.6667,0.1304,2,,0.6667,4,8,3,-4,,,,,0.7826,0.1304,,,,-1.3333,70.1,0.1739,1.3333,-4.3048,2,4,1.5,,4.8865,4.8865,0.1,0.4,2.4,1.4,2.4,3.4,2.4,1.4,2.4,2.4,2.4,1.4,3.4,2.4,1,13,,,0.087,
Nikko Remigio,KC,WR,3,Yes,No,No,2,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,
Deebo Samuel,WAS,WR,74,No,No,Yes,66,38,No,1,Yes,38,1,0.5758,35,,0.9211,236,365,101,-140,1,10,0.2857,0.0152,0.7273,0.2576,31,30,0.7895,-3.6842,79.4,3.5758,6.2105,1.5273,6.7429,10.4286,2.8857,6,68.3679,68.3679,0.5135,29.6,64.6,47.1,64.6,64.6,67.6,50.1,64.6,64.6,64.6,47.1,64.6,64.6,6,16,2,0.0526,,
Devin Duvernay,CHI,WR,3,No,No,No,1,,No,,No,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
Ryan Flournoy,DAL,WR,43,No,No,No,33,7,No,,Yes,7,1,0.2121,7,,1,50,61,14,-11,,3,0.4286,,0.3636,0.6364,4,4,0.5714,-1.5714,96.4,1.5152,7.1429,1.4241,7.1429,8.7143,2,2,10.0406,10.0406,0.1628,5,12,8.5,12,12,12,8.5,12,12,12,8.5,12,12,,15,,,,
Wan'Dale Robinson,NYG,WR,87,No,No,Yes,71,22,No,,Yes,21,0.9545,0.3099,21,,0.9545,102,191,56,-91,,4,0.1905,0.0282,0.7042,0.2676,20,20,0.9091,-4.1364,86,1.4366,4.6364,-0.3152,4.8571,9.0952,2.6667,2,33.9368,33.9368,0.2529,10.2,31.2,20.7,31.2,31.2,34.2,23.7,31.2,31.2,31.2,20.7,31.2,31.2,2,16,,,,
Roman Wilson,PIT,WR,32,No,Yes,Yes,24,5,No,,Yes,4,0.8,0.2083,4,,0.8,19,23,3,-8,,,,,0.25,0.75,5,4,0.8,-1.6,82.5,0.7917,3.8,-1.8725,4.75,5.75,0.75,1,7.1585,7.1585,0.1562,0.9,4.9,2.9,4.9,4.9,4.9,1.9,3.9,3.9,3.9,1.9,4.9,3.9,,13,,,,
Trey Benson,ARZ,RB,16,No,No,No,14,9,No,,Yes,9,1,0.6429,9,,1,40,57,16,-17,,2,0.2222,0.8571,0.1429,,1,1,0.1111,-1.8889,85.2,2.8571,4.4444,-1.4299,4.4444,6.3333,1.7778,1,13.0742,13.0742,0.5625,4,13,8.5,17.5,13,13,8.5,13,13,13,8.5,13,13,,4,,,,
Jake Tonges,SF,TE,31,No,No,No,24,8,No,,Yes,6,0.75,0.3333,6,,0.75,49,72,14,-25,1,1,0.1667,,0.2083,0.0833,6,6,0.75,-3.125,129.7,2.0417,6.125,0.5696,8.1667,12,2.3333,2,13.4882,13.4882,0.2581,10.9,16.9,13.9,16.9,19.9,16.9,13.9,16.9,16.9,16.9,13.9,19.9,16.9,,16,,,0.7083,
Ben Skowronek,PIT,WR,26,No,No,No,15,,No,,Yes,,,,,,,,,,,,,,,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,
Beaux Collins,NYG,WR,9,No,No,No,4,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,
Savion Williams,GB,WR,13,No,No,No,12,7,No,,Yes,7,1,0.5833,7,,1,23,49,15,-26,1,2,0.2857,0.25,0.6667,0.0833,6,6,0.8571,-3.7143,119.9,1.9167,3.2857,-1.4706,3.2857,7,2.1429,2,13.1068,13.1068,0.5385,8.3,15.3,11.8,15.3,15.3,15.3,11.8,15.3,15.3,15.3,11.8,15.3,15.3,4,12,,,,
Kimani Vidal,LAC,RB,40,Yes,No,No,18,15,No,,Yes,14,0.9333,0.8333,13,,0.8667,64,105,25,-49,1,,,0.8889,0.0556,0.0556,6,4,0.2667,-3.2667,106.7,3.5556,4.2667,-1.5332,4.9231,8.0769,1.9231,4,25.7018,25.7018,0.375,12.4,25.4,18.9,31.9,25.4,25.4,18.9,25.4,25.4,25.4,18.9,25.4,25.4,3,13,1,0.0667,,
RJ Harvey,DEN,RB,65,Yes,No,No,40,29,No,,Yes,26,0.8966,0.725,24,,0.8276,116,205,58,-99,1,3,0.125,0.775,0.15,0.05,13,8,0.2759,-3.4138,94.8,2.9,4,-1.6492,4.8333,8.5417,2.4167,8,49.1456,49.1456,0.4462,17.6,41.6,29.6,53.6,41.6,44.6,32.6,41.6,41.6,41.6,29.6,41.6,41.6,7,17,2,0.069,0.025,
Mason Tipton,NO,WR,29,No,No,Yes,20,3,No,,Yes,3,1,0.15,3,,1,17,24,1,-7,,1,0.3333,0.05,0.5,0.45,2,1,0.3333,-2.3333,90.3,0.85,5.6667,0.5118,5.6667,8,0.3333,1,4.2167,4.2167,0.1034,1.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,1,13,,,,
Deven Thompkins,ATL,WR,4,No,Yes,No,3,2,No,,No,2,1,0.6667,2,,1,8,18,3,-10,,,,,0.3333,0.6667,2,1,0.5,-5,83.3,2.6667,4,-0.1596,4,9,1.5,,3.2333,3.2333,0.5,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,,7,,,,
Kylen Granson,PHI,TE,16,No,No,Yes,9,2,No,,Yes,2,1,0.2222,2,,1,7,8,4,-1,,,,0.1111,0.4444,,,,,-0.5,81.3,0.7778,3.5,-1.5952,3.5,4,2,,2.8839,2.8839,0.125,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,,17,,,0.4444,
Konata Mumpfield,LA,WR,23,Yes,No,No,15,1,No,,Yes,1,1,0.0667,1,,1,7,8,3,-1,,,,,0.0667,0.9333,1,1,1,-1,95.8,0.4667,7,0.8301,7,8,3,1,1.6964,1.6964,0.0435,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,17,,,,
Derius Davis,LAC,WR,7,Yes,No,No,7,1,No,,Yes,1,1,0.1429,1,,1,3,7,-1,-4,,,,,0.2857,0.7143,1,1,1,-4,79.2,0.4286,3,-1.4851,3,7,-1,,1.4759,1.4759,0.1429,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,11,,,,
Brenton Strange,JAX,TE,41,No,No,No,18,5,No,,Yes,5,1,0.2778,5,,1,42,50,10,-8,,1,0.2,,0.2222,0.1111,5,3,0.6,-1.6,101.7,2.3333,8.4,2.9681,8.4,10,2,2,8.4077,8.4077,0.122,4.2,9.2,6.7,9.2,11.7,9.2,6.7,9.2,9.2,9.2,6.7,11.7,9.2,1,12,,,0.6667,
Kaleb Johnson,PIT,RB,7,Yes,No,No,3,2,No,,Yes,2,1,0.6667,1,,0.5,9,14,2,-8,,,,1,,,,,,-4,62.5,3,4.5,-1.4951,9,14,2,,3.6796,3.6796,0.2857,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,10,1,0.5,,
Rhamondre Stevenson,NE,RB,37,Yes,No,Yes,25,15,No,,Yes,15,1,0.6,15,,1,95,133,8,-38,,2,0.1333,1,,,9,4,0.2667,-2.5333,93.1,3.8,6.3333,0.554,6.3333,8.8667,0.5333,4,24.5061,24.5061,0.4054,9.5,24.5,17,32,24.5,24.5,17,24.5,24.5,24.5,17,24.5,24.5,2,14,,,,
Tory Horton,SEA,WR,14,Yes,No,No,8,,No,,Yes,,,,,,,,,,,,,,,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
Travis Kelce,KC,TE,127,Yes,No,No,70,13,No,1,Yes,11,0.8462,0.1857,11,1,0.8462,72,97,16,-30,,2,0.1818,0.0143,0.4143,0.2,10,6,0.4615,-2.3077,89.7,1.0286,5.5385,0.2533,6.5455,8.8182,1.4545,1,19.9339,19.9339,0.1024,7.2,18.2,12.7,18.2,23.7,18.2,12.7,18.2,18.2,18.2,12.7,23.7,18.2,1,17,,,0.3714,
Cole Kmet,CHI,TE,59,No,No,No,26,9,No,,No,9,1,0.3462,9,,1,46,66,20,-20,,,,,0.0769,0.1154,7,3,0.3333,-2.2222,88,1.7692,5.1111,-0.4156,5.1111,7.3333,2.2222,3,13.5406,13.5406,0.1525,4.6,13.6,9.1,13.6,18.1,13.6,9.1,13.6,13.6,13.6,9.1,18.1,13.6,1,16,,,0.8077,
Tyreek Hill,MIA,WR,24,No,No,No,18,2,No,,No,2,1,0.1111,2,,1,8,13,4,-5,,,,0.0556,0.3333,0.6111,1,1,0.5,-2.5,83.3,0.4444,4,-1.0991,4,6.5,2,1,3.416,3.416,0.0833,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,1,4,,,,
Xavier Legette,CAR,WR,64,No,No,Yes,51,5,No,,Yes,5,1,0.098,5,,1,17,28,12,-11,,3,0.6,,0.3333,0.6667,5,5,1,-2.2,80.8,0.3333,3.4,-2.0995,3.4,5.6,2.4,1,7.4469,7.4469,0.0781,1.7,6.7,4.2,6.7,6.7,6.7,4.2,6.7,6.7,6.7,4.2,6.7,6.7,,15,,,,
Demarcus Robinson,SF,WR,26,Yes,No,Yes,15,3,No,,Yes,3,1,0.2,3,,1,10,11,2,-1,,,,,0.6,0.4,1,1,0.3333,-0.3333,80.6,0.6667,3.3333,-2.749,3.3333,3.6667,0.6667,1,4.5366,4.5366,0.1154,1,4,2.5,4,4,4,2.5,4,4,4,2.5,4,4,,14,,,,
Johnny Mundt,JAX,TE,28,No,No,No,16,3,No,,Yes,3,1,0.1875,1,,0.3333,21,22,22,-6,,1,1,,0.125,,2,2,0.6667,-2,59,1.3125,7,1.7941,21,22,22,1,4.5082,4.5082,0.1071,2.1,3.1,2.6,3.1,3.6,3.1,2.6,3.1,3.1,3.1,2.6,3.6,3.1,,16,2,0.6667,0.875,
Durham Smythe,CHI,TE,24,No,No,No,13,1,No,,No,1,1,0.0769,1,,1,2,4,,-2,,,,,0.2308,0.0769,,,,-2,79.2,0.1538,2,-2.8511,2,4,,,1.5099,1.5099,0.0417,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,17,,,0.6923,
Greg Dulcich,MIA,TE,31,Yes,No,Yes,19,6,No,1,Yes,6,1,0.3158,6,1,1,80,87,12,-7,,1,0.1667,,0.2632,0.2105,6,3,0.5,-1.1667,118.8,4.2105,13.3333,8.0943,13.3333,14.5,2,3,10.6284,10.6284,0.1935,8,14,11,14,17,14,11,14,14,14,11,17,14,1,10,,,0.5263,
Rashid Shaheed,SEA,WR,55,Yes,No,Yes,42,9,No,1,Yes,8,0.8889,0.2143,7,,0.7778,21,46,11,-28,,2,0.2857,,0.4524,0.5476,9,8,0.8889,-3.1111,79.2,0.5,2.3333,-2.618,3,6.5714,1.5714,,14.1295,14.1295,0.1636,2.1,9.1,5.6,9.1,9.1,9.1,5.6,9.1,9.1,9.1,5.6,9.1,9.1,3,18,,,,
Gunnar Helm,TEN,TE,51,No,Yes,No,31,11,No,,Yes,11,1,0.3548,11,,1,59,87,17,-28,,2,0.1818,,0.2903,0.0645,9,6,0.5455,-2.5455,89,1.9032,5.3636,-0.1317,5.3636,7.9091,1.5455,2,15.8844,15.8844,0.2157,5.9,16.9,11.4,16.9,22.4,16.9,11.4,16.9,16.9,16.9,11.4,22.4,16.9,1,16,,,0.6452,
Justin Jefferson,MIN,WR,85,Yes,No,Yes,71,23,No,1,Yes,23,1,0.3239,23,1,1,167,210,85,-43,,4,0.1739,0.0141,0.2958,0.6901,20,18,0.7826,-1.8696,96.9,2.3521,7.2609,1.7056,7.2609,9.1304,3.6957,6,37.3881,37.3881,0.2706,16.7,39.7,28.2,39.7,39.7,42.7,31.2,39.7,39.7,39.7,28.2,39.7,39.7,,17,,,,
Ryan Miller,TB,WR,10,Yes,No,No,4,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
Brock Wright,DET,TE,44,Yes,No,No,20,6,No,,Yes,6,1,0.3,5,,0.8333,33,36,11,-8,,,,0.1,0.1,,6,1,0.1667,-1.3333,89.6,1.65,5.5,0.5012,6.6,7.2,2.2,2,8.7662,8.7662,0.1364,3.3,8.3,5.8,8.3,10.8,8.3,5.8,8.3,8.3,8.3,5.8,10.8,8.3,,11,1,0.1667,0.8,
Brandin Cooks,BUF,WR,45,No,No,Yes,29,2,No,,Yes,2,1,0.069,2,,1,17,19,4,-2,,,,0.0345,0.1034,0.8621,2,1,0.5,-1,102.1,0.5862,8.5,2.7312,8.5,9.5,2,1,2.9372,2.9372,0.0444,1.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,,15,,,,
A.J. Brown,PHI,WR,61,No,No,Yes,45,4,No,2,Yes,4,1,0.0889,4,2,1,4,10,6,-6,,1,0.25,,0.1111,0.8889,3,3,0.75,-1.5,79.2,0.0889,1,-4.6621,1,2.5,1.5,,5.4743,5.4743,0.0656,0.4,4.4,2.4,4.4,4.4,4.4,2.4,4.4,4.4,4.4,2.4,4.4,4.4,1,15,,,,
Luke McCaffrey,WAS,WR,21,Yes,No,No,14,3,No,1,Yes,3,1,0.2143,3,1,1,14,20,6,-6,,,,,0.3571,0.6429,3,2,0.6667,-2,86.1,1,4.6667,-0.6401,4.6667,6.6667,2,,4.2558,4.2558,0.1429,1.4,4.4,2.9,4.4,4.4,4.4,2.9,4.4,4.4,4.4,2.9,4.4,4.4,,9,,,,
Terrance Ferguson,LA,TE,18,No,No,No,13,,No,,Yes,,,,,,,,,,,,,,,0.1538,0.1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,0.6923,
David Njoku,CLV,TE,48,No,No,No,28,8,No,,Yes,7,0.875,0.2857,7,,0.875,37,57,16,-21,,1,0.1429,,0.1071,0.1071,7,5,0.625,-2.625,85.9,1.3214,4.625,-0.5169,5.2857,8.1429,2.2857,,13.1724,13.1724,0.1667,3.7,10.7,7.2,10.7,14.2,10.7,7.2,10.7,10.7,10.7,7.2,14.2,10.7,1,12,,,0.7857,
Brock Bowers,LV,TE,70,Yes,No,No,51,12,No,2,Yes,12,1,0.2353,9,1,0.75,38,50,12,-17,,,,0.0196,0.3333,0.2745,10,4,0.3333,-1.4167,77.8,0.7451,3.1667,-1.8315,4.2222,5.5556,1.3333,2,19.3347,19.3347,0.1714,3.8,12.8,8.3,12.8,17.3,12.8,8.3,12.8,12.8,12.8,8.3,17.3,12.8,1,12,2,0.1667,0.3725,
Jalin Hyatt,NYG,WR,19,No,Yes,No,9,,No,,Yes,,,,,,,,,,,,,,,0.1111,0.8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
Nick Kallerup,SEA,TE,4,Yes,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,
Lucas Krull,DEN,TE,7,No,No,No,4,,No,,Yes,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.5,
Tyler Johnson,NYJ,WR,18,No,No,No,7,,No,,Yes,,,,,,,,,,,,,,,0.5714,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
Chig Okonkwo,TEN,TE,91,No,No,No,54,26,No,,Yes,21,0.8077,0.4815,19,,0.7308,128,173,39,-65,1,1,0.0526,0.037,0.3704,0.1667,21,21,0.8077,-2.5,96.3,2.3704,4.9231,-0.4615,6.7368,9.1053,2.0526,5,43.5532,43.5532,0.2857,18.8,37.8,28.3,37.8,47.3,40.8,31.3,37.8,37.8,37.8,28.3,47.3,37.8,4,17,2,0.0769,0.4259,
Ke'Shawn Williams,CIN,WR,3,No,No,No,3,,No,,Yes,,,,,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Ray Davis,BUF,RB,17,Yes,No,No,12,8,No,,Yes,8,1,0.6667,8,,1,69,94,19,-25,2,1,0.125,1,,,3,1,0.125,-3.125,142.2,5.75,8.625,3.0821,8.625,11.75,2.375,5,12.3569,12.3569,0.4706,18.9,26.9,22.9,30.9,26.9,26.9,22.9,26.9,26.9,26.9,22.9,26.9,26.9,4,17,,,,
DeeJay Dallas,JAX,RB,2,No,No,No,2,1,No,,Yes,1,1,0.5,,,,,,,-1,,,,1,,,,,,-1,39.6,,,-5.819,,,,,1.554,1.554,0.5,,,,,,,,,,,,,,,5,1,1,,
Tony Pollard,TEN,RB,63,No,No,No,26,16,No,,Yes,14,0.875,0.6154,13,,0.8125,73,120,46,-56,,4,0.3077,0.7692,0.1923,0.0385,8,7,0.4375,-3.5,59.6,2.8077,4.5625,-1.1825,5.6154,9.2308,3.5385,3,27.6881,27.6881,0.254,6.3,19.3,12.8,25.8,19.3,19.3,11.8,18.3,18.3,18.3,11.8,19.3,18.3,1,17,1,0.0625,,
Ladd McConkey,LAC,WR,65,No,No,Yes,42,8,No,,Yes,8,1,0.1905,8,,1,29,53,5,-24,,1,0.125,,0.619,0.3571,6,4,0.5,-3,81.8,0.6905,3.625,-1.3543,3.625,6.625,0.625,,11.6469,11.6469,0.1231,2.9,10.9,6.9,10.9,10.9,10.9,6.9,10.9,10.9,10.9,6.9,10.9,10.9,2,16,,,0.0238,
