Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsInEndzone,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,AlignmentBackfieldRoutesPercentage,ReceptionsHero
Jalen Moreno-Cropper,DAL,WR,1,Yes,Yes,Yes,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Ross Dwelley,ATL,TE,6,No,Yes,No,4,1,No,Yes,1,1,0.25,1,1,5,4,2,1,,,0.75,0.25,1,1,87.5,1.25,5,-0.7754,5,4,2,,1.3747,1.3747,0.1667,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,14,,,,,,,,,,,,,
D'Wayne Eskridge,MIA,WR,2,No,No,No,2,1,No,Yes,1,1,0.5,1,1,30,18,3,12,,,,1,1,12,118.8,15,30,20.9539,30,18,3,1,1.4695,1.4695,0.5,3,4,3.5,4,4,4,3.5,4,4,4,3.5,4,4,,6,,,,,,,,,,,,,
Grant Calcaterra,PHI,TE,65,Yes,Yes,No,56,11,No,Yes,11,1,0.1964,11,1,139,89,16,54,1,0.5,0.4107,0.0893,7,4.9091,149.1,2.4821,12.6364,5.6762,12.6364,8.0909,1.4545,7,19.5652,19.5652,0.1692,19.9,30.9,25.4,30.9,36.4,33.9,28.4,30.9,30.9,30.9,25.4,36.4,30.9,1,17,,1,,1,,1,0.0909,,,,,,
Rashod Bateman,BLT,WR,78,Yes,No,Yes,73,16,No,Yes,16,1,0.2192,15,0.9375,288,93,17,270,5,,0.0685,0.9315,9,16.875,158.3,3.9452,18,8.5819,19.2,6.2,1.1333,13,29.5068,29.5068,0.2051,58.8,73.8,66.3,73.8,73.8,76.8,69.3,73.8,73.8,73.8,66.3,73.8,73.8,5,17,,3,,3,1,2,0.1333,,,5,0.0625,,
Jaylen Waddle,MIA,WR,68,No,No,No,66,19,No,Yes,19,1,0.2879,18,0.9474,286,109,29,193,2,,0.303,0.697,16,10.1579,153.8,4.3333,15.0526,7.0364,15.8889,6.0556,1.6111,15,30.6771,30.6771,0.2794,40.6,58.6,49.6,58.6,58.6,61.6,52.6,58.6,58.6,58.6,49.6,58.6,58.6,1,15,,1,,1,1,,,1,0.0526,1,0.0526,,
Scott Miller,PIT,WR,13,No,No,No,13,2,No,Yes,2,1,0.1538,2,1,28,19,18,9,,,0.3077,0.6923,2,4.5,118.8,2.1538,14,7.8005,14,9.5,9,1,2.8152,2.8152,0.1538,2.8,4.8,3.8,4.8,4.8,4.8,3.8,4.8,4.8,4.8,3.8,4.8,4.8,,13,,,,,,1,0.5,,,,,,
Josh Jacobs,GB,RB,46,Yes,No,No,31,4,No,Yes,4,1,0.129,4,1,50,52,20,-2,,,0.0645,,,-0.5,118.8,1.6129,12.5,6.4983,12.5,13,5,2,5.8548,5.8548,0.087,5,9,7,11,9,9,7,9,9,9,7,9,9,,17,,,,,,,,,,,,0.9355,
Cade Stover,HST,TE,30,No,Yes,No,22,5,No,Yes,5,1,0.2273,4,0.8,41,17,9,46,1,0.7727,0.0909,0.0909,2,9.2,140.4,1.8636,8.2,-0.3197,10.25,4.25,2.25,1,9.598,9.598,0.1667,10.1,14.1,12.1,14.1,16.1,14.1,12.1,14.1,14.1,14.1,12.1,16.1,14.1,2,15,1,1,,1,1,1,0.25,,,2,0.2,0.0455,
Tee Higgins,CIN,WR,95,No,No,No,94,28,No,Yes,28,1,0.2979,26,0.9286,379,96,55,355,6,,0.1915,0.8085,26,12.6786,158.3,4.0319,13.5357,5.0554,14.5769,3.6923,2.1154,20,50.0545,50.0545,0.2947,72.9,98.9,85.9,98.9,98.9,101.9,87.9,97.9,97.9,97.9,84.9,98.9,97.9,6,12,6,5,4,4,,4,0.1538,,,5,,,2
Jerome Ford,CLV,RB,50,No,No,No,37,8,No,Yes,8,1,0.2162,8,1,46,64,22,-18,,0.2432,0.1351,0.0541,6,-2.25,90.6,1.2432,5.75,0.1275,5.75,8,2.75,2,13.0698,13.0698,0.16,4.6,12.6,8.6,16.6,12.6,12.6,8.6,12.6,12.6,12.6,8.6,12.6,12.6,1,14,,,,,,3,0.375,2,0.25,,,0.5676,
George Pickens,PIT,WR,65,No,No,No,64,21,No,Yes,21,1,0.3281,18,0.8571,346,68,42,319,1,,0.25,0.75,18,15.1905,134.6,5.4062,16.4762,7.5161,19.2222,3.7778,2.3333,15,48.0144,48.0144,0.3231,40.6,58.6,49.6,58.6,58.6,61.6,52.6,58.6,58.6,58.6,49.6,58.6,58.6,3,14,7,3,5,1,,4,0.2222,1,0.0476,7,,,2
Jermaine Burton,CIN,WR,19,No,No,No,19,2,Yes,Yes,2,1,0.1053,2,1,49,12,11,37,,,0.1579,0.8421,2,18.5,118.8,2.5789,24.5,14.7934,24.5,6,5.5,2,3.2483,3.2483,0.1053,4.9,6.9,5.9,6.9,6.9,6.9,5.9,6.9,6.9,6.9,5.9,6.9,6.9,,14,,,,,,,,,,1,,,
Jeremy McNichols,WAS,RB,16,No,No,Yes,10,1,Yes,Yes,1,1,0.1,1,1,,4,1,-4,,,0.3,,,-4,79.2,,,-5.5699,,4,1,,1.4554,1.4554,0.0625,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,,17,,,,,,,,,,,,0.7,
Jordan Matthews,CAR,TE,5,No,No,No,5,,No,Yes,,,,,,,,,,,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Pharaoh Brown,SEA,TE,8,No,No,No,7,,Yes,Yes,,,,,,,,,,,0.5714,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
Rico Dowdle,DAL,RB,43,No,No,Yes,27,4,Yes,Yes,4,1,0.1481,4,1,15,23,5,-8,,,0.1481,0.037,2,-2,82.3,0.5556,3.75,-1.9195,3.75,5.75,1.25,,5.3899,5.3899,0.093,1.5,5.5,3.5,7.5,5.5,5.5,3.5,5.5,5.5,5.5,3.5,5.5,5.5,,16,,,,,,,,1,0.25,,,0.8148,
Chris Olave,NO,WR,38,No,No,No,36,14,No,Yes,14,1,0.3889,13,0.9286,177,37,7,165,1,,0.1944,0.7778,13,11.7857,142.6,4.9167,12.6429,3.9339,13.6154,2.8462,0.5385,11,25.2574,25.2574,0.3684,23.7,36.7,30.2,36.7,36.7,39.7,33.2,36.7,36.7,36.7,30.2,36.7,36.7,1,8,2,1,1,1,,,,,,2,,0.0278,
Ricky Pearsall,SF,WR,41,No,No,No,40,9,No,Yes,9,1,0.225,9,1,139,60,11,79,2,,0.275,0.725,9,8.7778,158.3,3.475,15.4444,7.7216,15.4444,6.6667,1.2222,7,17.1901,17.1901,0.2195,25.9,34.9,30.4,34.9,34.9,37.9,33.4,34.9,34.9,34.9,30.4,34.9,34.9,3,11,1,,1,,,,,,,,,,
Trey Benson,ARZ,RB,10,No,No,No,8,2,No,Yes,2,1,0.25,2,1,11,21,,-10,,,,0.125,,-5,89.6,1.375,5.5,-0.3711,5.5,10.5,,,2.6429,2.6429,0.2,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,13,,,,,,1,0.5,,,,,0.875,
Jake Tonges,SF,TE,3,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
Ben Skowronek,PIT,WR,6,No,No,No,5,1,No,Yes,1,1,0.2,1,1,17,7,2,10,,0.2,0.8,,1,10,118.8,3.4,17,9.5,17,7,2,1,1.6798,1.6798,0.1667,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,9,,,,,,,,,,,,,
Zach Davidson,BUF,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Julius Chestnut,TEN,RB,11,No,Yes,No,9,1,No,Yes,1,1,0.1111,1,1,2,3,2,-1,,,0.1111,0.1111,,-1,79.2,0.2222,2,-3.819,2,3,2,,1.6739,1.6739,0.0909,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,14,,,,,,,,,,,,0.7778,
Wan'Dale Robinson,NYG,WR,65,Yes,Yes,No,58,16,No,Yes,16,1,0.2759,15,0.9375,116,73,42,60,2,,0.8276,0.1724,12,3.75,136.5,2,7.25,1.2281,7.7333,4.8667,2.8,10,31.2133,31.2133,0.2462,23.6,38.6,31.1,38.6,38.6,41.6,34.1,38.6,38.6,38.6,31.1,38.6,38.6,2,17,3,1,3,1,1,2,0.1333,,,,0.0625,,
Mike Gesicki,CIN,TE,86,No,No,No,83,26,No,Yes,26,1,0.3133,25,0.9615,301,136,31,194,2,0.0964,0.7229,0.1687,18,7.4615,140.5,3.6265,11.5769,4.0318,12.04,5.44,1.24,16,41.1932,41.1932,0.3023,42.1,67.1,54.6,67.1,79.6,70.1,57.6,67.1,67.1,67.1,54.6,79.6,67.1,1,17,4,1,3,1,,1,0.04,,,1,,0.012,
D'Onta Foreman,CLV,RB,31,Yes,No,Yes,16,2,No,Yes,2,1,0.125,2,1,18,15,4,3,,,0.0625,0.0625,,1.5,104.2,1.125,9,2.938,9,7.5,2,,2.702,2.702,0.0645,1.8,3.8,2.8,4.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,,11,,,,,,,,,,,,0.875,
Deebo Samuel,SF,WR,65,Yes,No,Yes,65,18,Yes,Yes,18,1,0.2769,14,0.7778,179,113,56,101,1,0.0154,0.3385,0.5846,15,5.6111,126.6,2.7538,9.9444,3.2367,12.7857,8.0714,4,9,32.2262,32.2262,0.2769,23.9,37.9,30.9,37.9,37.9,40.9,33.9,37.9,37.9,37.9,30.9,37.9,37.9,3,15,3,1,,,,5,0.3571,2,0.1111,1,,0.0615,
Devin Duvernay,JAX,WR,29,No,Yes,No,29,5,No,Yes,5,1,0.1724,5,1,26,5,1,21,,,0.6207,0.3793,2,4.2,88.3,0.8966,5.2,-0.8128,5.2,1,0.2,3,7.1688,7.1688,0.1724,2.6,7.6,5.1,7.6,7.6,7.6,5.1,7.6,7.6,7.6,5.1,7.6,7.6,1,13,,,,,,,,1,0.2,,,,
Nikko Remigio,KC,WR,2,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,25,11,5,14,,,1,,1,14,118.8,12.5,25,15.1866,25,11,5,1,1.5112,1.5112,0.5,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,,5,,,,,,,,,,,,,
Ryan Flournoy,DAL,WR,13,No,No,Yes,12,3,Yes,Yes,3,1,0.25,3,1,37,9,1,28,,,0.25,0.75,2,9.3333,118.1,3.0833,12.3333,4.1454,12.3333,3,0.3333,2,5.1209,5.1209,0.2308,3.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,,11,,,,,,,,,,,,,
Clyde Edwards-Helaire,NO,RB,3,No,No,Yes,3,,No,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0.6667,
Hayden Hurst,LAC,TE,13,No,No,No,12,3,No,Yes,3,1,0.25,2,0.6667,13,6,1,6,,0.1667,0.5,0.3333,2,2,75.7,1.0833,4.3333,-1.5838,6.5,3,0.5,,7.4815,7.4815,0.2308,1.3,3.3,2.3,3.3,4.3,3.3,2.3,3.3,3.3,3.3,2.3,4.3,3.3,1,9,,,,,1,,,1,0.3333,,0.3333,,
Zack Moss,CIN,RB,33,Yes,No,No,22,3,No,Yes,3,1,0.1364,3,1,37,39,13,-2,,0.0909,0.0455,,,-0.6667,118.1,1.6818,12.3333,6.3672,12.3333,13,4.3333,3,4.6507,4.6507,0.0938,3.7,6.7,5.2,8.2,6.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,,8,,,,,,,,,,,,0.8636,
Travis Kelce,KC,TE,68,No,No,No,59,17,No,Yes,17,1,0.2881,16,0.9412,197,84,27,125,1,0.2712,0.4746,0.2542,13,7.3529,134.6,3.339,11.5882,3.8708,12.3125,5.25,1.6875,10,27.9234,27.9234,0.25,25.7,41.7,33.7,41.7,49.7,44.7,36.7,41.7,41.7,41.7,33.7,49.7,41.7,2,16,1,1,,1,,,,,,2,,,
Cole Kmet,CHI,TE,70,Yes,No,No,55,13,No,Yes,13,1,0.2364,13,1,137,65,36,72,2,0.2545,0.6182,0.1091,6,5.5385,150.2,2.4909,10.5385,3.682,10.5385,5,2.7692,9,23.2639,23.2639,0.1857,25.7,38.7,32.2,38.7,45.2,41.7,35.2,38.7,38.7,38.7,32.2,45.2,38.7,3,17,1,,1,,,1,0.0769,1,0.0769,1,,0.0182,
Demarcus Robinson,LA,WR,128,No,No,No,127,19,Yes,Yes,19,1,0.1496,18,0.9474,366,63,25,337,4,,0.2835,0.7165,16,17.7368,158.3,2.8819,19.2632,9.3956,20.3333,3.5,1.3889,18,43.6847,43.6847,0.1484,60.6,78.6,69.6,78.6,78.6,81.6,72.6,78.6,78.6,78.6,69.6,78.6,78.6,3,17,3,4,3,4,,1,0.0556,,,7,,,2
Brenton Strange,JAX,TE,58,No,Yes,No,46,12,No,Yes,12,1,0.2609,12,1,128,73,24,55,,0.413,0.413,0.1739,11,4.5833,111.1,2.7826,10.6667,4.0441,10.6667,6.0833,2,7,17.4688,17.4688,0.2069,12.8,24.8,18.8,24.8,30.8,27.8,21.8,24.8,24.8,24.8,18.8,30.8,24.8,,17,1,,1,,,6,0.5,,,,,,
Tyreek Hill,MIA,WR,85,No,No,No,81,22,No,Yes,22,1,0.2716,19,0.8636,298,129,18,218,2,,0.3333,0.6543,20,9.9091,149.1,3.679,13.5455,5.3379,15.6842,6.7895,0.9474,15,40.7401,40.7401,0.2588,41.8,60.8,51.3,60.8,60.8,63.8,54.3,60.8,60.8,60.8,51.3,60.8,60.8,4,17,3,2,1,1,,2,0.1053,1,0.0455,3,,0.0123,
Rhamondre Stevenson,NE,RB,51,No,No,No,34,7,No,Yes,7,1,0.2059,7,1,40,49,10,-10,1,0.0588,0.0588,0.1176,2,-1.4286,130.1,1.1765,5.7143,-1.0552,5.7143,7,1.4286,5,13.9124,13.9124,0.1373,10,17,13.5,20.5,17,17,13.5,17,17,17,13.5,17,17,2,15,,1,,1,,3,0.4286,,,,,0.7647,
Devin Thompkins,CAR,WR,5,Yes,No,No,5,,Yes,Yes,,,,,,,,,,,,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
Kylen Granson,IND,TE,52,No,Yes,No,48,5,No,Yes,5,1,0.1042,4,0.8,85,61,10,50,,0.5,0.3958,0.1042,5,10,118.8,1.7708,17,8.97,21.25,15.25,2.5,3,9.0398,9.0398,0.0962,8.5,12.5,10.5,12.5,14.5,12.5,10.5,12.5,12.5,12.5,10.5,14.5,12.5,,17,,,,,1,,,,,1,0.2,,
John Ross,PHI,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Terrace Marshall,LV,WR,16,No,No,No,15,1,No,Yes,1,1,0.0667,1,1,28,3,3,25,,,0.0667,0.9333,1,25,118.8,1.8667,28,16.5113,28,3,3,1,3.2783,3.2783,0.0625,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,,7,,,,,,,,,,1,,,
Derius Davis,LAC,WR,4,No,No,No,4,,No,Yes,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,3.4345,3.4345,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
Mike Williams,PIT,WR,76,No,No,No,70,9,No,Yes,9,1,0.1286,9,1,155,28,9,127,1,,0.2429,0.7571,8,14.1111,155.8,2.2143,17.2222,8.0557,17.2222,3.1111,1,9,19.5267,19.5267,0.1184,21.5,30.5,26,30.5,30.5,33.5,29,30.5,30.5,30.5,26,30.5,30.5,,18,2,1,2,1,,,,,,1,,,
Kimani Vidal,LAC,RB,20,No,No,No,14,1,No,Yes,1,1,0.0714,1,1,2,2,,,,,,,1,,79.2,0.1429,2,-3.8271,2,2,,,3.1913,3.1913,0.05,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,10,,,,,,,,,,,,1,
Mason Tipton,NO,WR,35,No,No,No,34,4,No,Yes,4,1,0.1176,3,0.75,24,8,2,45,,,0.2353,0.7647,4,11.25,89.6,0.7059,6,-1.8082,8,2.6667,0.6667,,6.759,6.759,0.1143,2.4,5.4,3.9,5.4,5.4,5.4,3.9,5.4,5.4,5.4,3.9,5.4,5.4,,11,,,,,1,,,,,1,0.25,,
Isaac Guerendo,SF,RB,19,No,No,No,15,3,No,Yes,3,1,0.2,3,1,90,39,16,51,,,0.0667,0.0667,1,17,118.8,6,30,22.0796,30,13,5.3333,3,4.6047,4.6047,0.1579,9,12,10.5,13.5,12,12,10.5,12,12,12,10.5,12,12,,16,,,,,,,,,,2,,0.8667,
David Njoku,CLV,TE,62,No,No,Yes,60,18,No,Yes,18,1,0.3,17,0.9444,121,71,24,52,1,0.5333,0.3167,0.15,12,2.8889,113.2,2.0167,6.7222,0.4817,7.1176,4.1765,1.4118,4,27.949,27.949,0.2903,18.1,35.1,26.6,35.1,43.6,38.1,29.6,35.1,35.1,35.1,26.6,43.6,35.1,,11,2,,2,,1,,,,,1,0.0556,,
Brock Bowers,LV,TE,106,No,No,No,95,48,No,Yes,48,1,0.5053,45,0.9375,560,265,87,333,3,0.3263,0.5263,0.1368,40,6.9375,136.1,5.8947,11.6667,4.0911,12.4444,5.8889,1.9333,28,76.5149,76.5149,0.4528,74,119,96.5,119,141.5,122,99.5,119,119,119,96.5,141.5,119,5,17,6,1,4,1,1,3,0.0667,1,0.0208,4,0.0208,0.0105,2
Jalin Hyatt,NYG,WR,18,Yes,Yes,No,17,1,No,Yes,1,1,0.0588,1,1,1,2,1,-1,,,0.0588,0.9412,1,-1,79.2,0.0588,1,-5.1699,1,2,1,,1.3579,1.3579,0.0556,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,16,,,,,,,,,,,,,
Jamaal Williams,NO,RB,18,No,No,Yes,9,2,No,Yes,2,1,0.2222,2,1,9,4,3,5,,,,,,2.5,85.4,1,4.5,-1.952,4.5,2,1.5,,2.9025,2.9025,0.1111,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,,14,,,,,,,,,,,,1,
Ryan Miller,TB,WR,25,No,No,Yes,22,6,No,Yes,6,1,0.2727,5,0.8333,75,42,8,38,,,0.6818,0.3182,4,6.3333,118.8,3.4091,12.5,5.5474,15,8.4,1.6,1,8.9638,8.9638,0.24,7.5,12.5,10,12.5,12.5,12.5,10,12.5,12.5,12.5,10,12.5,12.5,,11,1,,1,,1,,,,,1,0.1667,,
Brock Wright,DET,TE,47,No,No,No,27,1,Yes,Yes,1,1,0.037,1,1,5,,,12,1,0.7037,0.1481,0.0741,1,12,127.1,0.1852,5,-3.6661,5,,,1,2.4474,2.4474,0.0213,6.5,7.5,7,7.5,8,7.5,7,7.5,7.5,7.5,7,8,7.5,1,17,,1,,1,,,,,,,,0.0741,
Kenny Yeboah,NYJ,TE,11,No,No,No,8,1,No,Yes,1,1,0.125,1,1,11,10,,1,1,0.875,,0.125,1,1,152.1,1.375,11,5.2246,11,10,,1,1.8493,1.8493,0.0909,7.1,8.1,7.6,8.1,8.6,8.1,7.6,8.1,8.1,8.1,7.6,8.6,8.1,1,9,,,,,,,,,,,,,
A.J. Brown,PHI,WR,70,Yes,Yes,Yes,67,30,No,Yes,30,1,0.4478,29,0.9667,538,165,68,405,6,,0.1194,0.8806,26,13.5,158.3,8.0299,17.9333,9.1059,18.5517,5.6897,2.3448,22,56.5971,56.5971,0.4286,89.8,118.8,104.3,118.8,118.8,121.8,107.3,118.8,118.8,118.8,104.3,118.8,118.8,4,13,3,4,2,4,,7,0.2414,,,6,,,1
Luke McCaffrey,WAS,WR,36,No,No,Yes,30,3,Yes,Yes,3,1,0.1,3,1,28,4,1,24,,,0.9,0.1,2,8,105.6,0.9333,9.3333,1.8723,9.3333,1.3333,0.3333,1,5.7797,5.7797,0.0833,2.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,1,17,,,,,,,,,,,,,
Brandin Cooks,DAL,WR,51,No,No,Yes,50,9,Yes,Yes,9,1,0.18,9,1,97,34,3,70,1,,0.22,0.78,9,7.7778,148.6,1.94,10.7778,3.3212,10.7778,3.7778,0.3333,6,16.7525,16.7525,0.1765,15.7,24.7,20.2,24.7,24.7,24.7,20.2,24.7,24.7,24.7,20.2,24.7,24.7,1,10,,1,,1,,1,0.1111,,,,,,
Greg Dulcich,NYG,TE,12,Yes,Yes,No,10,,No,Yes,,,,,,,,,,,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
Bryce Ford-Wheaton,NYG,WR,1,Yes,Yes,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
Rashid Shaheed,NO,WR,29,No,No,No,29,9,No,Yes,9,1,0.3103,8,0.8889,216,51,5,203,3,,0.3793,0.5862,7,22.5556,158.3,7.4483,24,13.7927,27,6.375,0.625,5,18.219,18.219,0.3103,39.6,47.6,43.6,47.6,47.6,50.6,46.6,47.6,47.6,47.6,43.6,47.6,47.6,2,6,1,,,,1,,,1,0.1111,4,0.1111,0.0345,
Justin Jefferson,MIN,WR,115,No,No,No,113,35,Yes,Yes,35,1,0.3097,31,0.8857,545,201,53,412,7,,0.3009,0.6814,30,11.7714,158.3,4.823,15.5714,7.0111,17.5806,6.4839,1.7097,22,68.8925,68.8925,0.3043,96.5,127.5,112,127.5,127.5,130.5,115,127.5,127.5,127.5,112,127.5,127.5,7,17,9,6,6,6,1,3,0.0968,3,0.0857,5,0.0286,0.0177,1
Xavier Legette,CAR,WR,77,No,Yes,No,75,18,No,Yes,18,1,0.24,11,0.6111,109,21,3,217,,,0.3467,0.6533,14,12.0556,55.1,1.4533,6.0556,-2.3407,9.9091,1.9091,0.2727,6,29.5164,29.5164,0.2338,10.9,21.9,16.4,21.9,21.9,24.9,19.4,21.9,21.9,21.9,16.4,21.9,21.9,1,16,4,,,,4,,,,,4,0.2222,,
J.J. Taylor,HST,RB,5,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,-2,,,-2,,,,0.3333,1,-2,79.2,-0.6667,-2,-8.198,-2,,,,1.7831,1.7831,0.2,-0.2,0.8,0.3,1.3,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,,4,,,,,,,,,,,,0.6667,
Craig Reynolds,DET,RB,3,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,1,
Johnny Mundt,MIN,TE,52,No,No,No,47,7,Yes,Yes,7,1,0.1489,7,1,67,41,8,26,,0.617,0.234,0.1489,6,3.7143,106.5,1.4255,9.5714,2.5841,9.5714,5.8571,1.1429,3,12.6704,12.6704,0.1346,6.7,13.7,10.2,13.7,17.2,13.7,10.2,13.7,13.7,13.7,10.2,17.2,13.7,1,17,,,,,,1,0.1429,,,,,,
Durham Smythe,MIA,TE,28,No,No,No,17,7,No,Yes,7,1,0.4118,4,0.5714,24,13,3,26,,0.4118,0.4706,0.0588,5,3.7143,64,1.4118,3.4286,-3.0062,6,3.25,0.75,1,11.945,11.945,0.25,2.4,6.4,4.4,6.4,8.4,6.4,4.4,6.4,6.4,6.4,4.4,8.4,6.4,2,17,,1,,,3,,,,,,0.4286,0.0588,
Kendric Pryor,CIN,WR,6,No,No,No,5,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Alex Bachman,LV,WR,6,No,No,No,6,,No,Yes,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Austin Trammell,JAX,WR,6,No,No,Yes,6,3,No,Yes,3,1,0.5,2,0.6667,40,9,3,44,,,0.5,0.5,2,14.6667,109.7,6.6667,13.3333,3.2023,20,4.5,1.5,2,5.9274,5.9274,0.5,4,6,5,6,6,6,5,6,6,6,5,6,6,,1,1,,,,1,,,,,,0.3333,,
Brandon Johnson,PIT,WR,3,Yes,No,Yes,3,1,No,Yes,1,1,0.3333,1,1,9,5,2,4,,,,1,,4,104.2,3,9,2.9502,9,5,2,,1.3265,1.3265,0.3333,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,3,,,,,,,,,,,,,
Ray Davis,BUF,RB,18,No,No,No,13,4,No,Yes,4,1,0.3077,4,1,33,41,15,-8,,,,0.1538,3,-2,101,2.5385,8.25,2.6076,8.25,10.25,3.75,2,7.1048,7.1048,0.2222,3.3,7.3,5.3,9.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,,17,,,,,,,,,,,,0.8462,
DeeJay Dallas,ARZ,RB,5,No,No,No,3,,No,Yes,,,,,,,,,,,,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,0.3333,
Tony Pollard,TEN,RB,58,No,Yes,No,44,10,No,Yes,10,1,0.2273,8,0.8,75,35,17,36,,0.0227,0.0909,0.0909,8,3.6,97.9,1.7045,7.5,0.5452,9.375,4.375,2.125,2,15.8619,15.8619,0.1724,7.5,15.5,11.5,19.5,15.5,15.5,11.5,15.5,15.5,15.5,11.5,15.5,15.5,,16,2,,2,,2,,,,,2,0.2,0.7955,
