Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,DropsTotal,AlignmentInlineRoutesPercentage,AveragesPerTargetDropsTotal,ReceptionsContested,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,TargetedReadDesignTotal,TargetedReadDesignPercentage
Jack Bech,LV,WR,72,No,No,No,70,No,No,,0.1857,0.8143,16,14,13,0.9286,,0.2,11,0.7857,96,35,12,84,,,12,6,,95.2,1.3714,6.8571,0.0032,8.7273,3.1818,1.0909,4,21.9257,21.9257,0.1944,9.6,20.6,15.1,20.6,20.6,20.6,15.1,20.6,20.6,20.6,15.1,20.6,20.6,1,5,1,,0.0714,3,1,0.0909,,,
Giovanni Ricci,DET,TE,9,No,No,No,4,No,Yes,,,0.25,3,1,,,,0.25,,,,,,2,,,1,2,,39.6,,,-6.3701,,,,,3.4838,3.4838,0.1111,,,,,,,,,,,,,,1,,,0.75,,,,,,,
Jameson Williams,DET,WR,264,Yes,Yes,Yes,263,No,Yes,0.0038,0.2471,0.749,17,55,47,0.8545,2,0.2091,40,0.7273,765,297,96,634,3,,39,11.5273,4,133,2.9087,13.9091,5.016,19.125,7.425,2.4,34,98.3426,98.3426,0.2083,94.5,134.5,114.5,134.5,134.5,137.5,117.5,134.5,134.5,134.5,114.5,134.5,134.5,7,3,7,,0.1273,2,11,0.275,,,
Jalen McMillan,TB,WR,24,No,No,No,24,No,Yes,,0.25,0.75,4,8,8,1,,0.3333,6,0.75,96,33,5,76,,,3,9.5,,114.6,4,12,4.0983,16,5.5,0.8333,5,12.1753,12.1753,0.3333,9.6,15.6,12.6,15.6,15.6,15.6,12.6,15.6,15.6,15.6,12.6,15.6,15.6,,1,2,,0.25,1,,,,,
Mitchell Evans,CAR,TE,57,No,No,No,48,No,Yes,,0.1042,0.0417,17,11,10,0.9091,2,0.2292,9,0.8182,65,42,10,42,2,1,8,3.8182,,93,1.3542,5.9091,-0.5793,7.2222,4.6667,1.1111,5,20.8317,20.8317,0.193,18.5,27.5,23,27.5,32,27.5,23,27.5,27.5,27.5,23,32,27.5,3,,1,0.8542,0.0909,,1,0.1111,,,
Jahan Dotson,PHI,WR,146,No,Yes,No,135,No,Yes,,0.4296,0.5704,17,15,7,0.4667,,0.1111,7,0.4667,83,15,4,135,,,13,9,1,24.4,0.6148,5.5333,-2.3134,11.8571,2.1429,0.5714,4,30.0022,30.0022,0.1027,8.3,15.3,11.8,15.3,15.3,15.3,11.8,15.3,15.3,15.3,11.8,15.3,15.3,3,1,,,,1,,,,,
DeVonta Smith,PHI,WR,187,No,Yes,No,179,No,Yes,,0.5978,0.4022,17,48,43,0.8958,3,0.2682,37,0.7708,399,134,53,404,2,2,36,8.4167,2,114.8,2.2291,8.3125,0.5106,10.7838,3.6216,1.4324,20,93.744,93.744,0.2567,51.9,88.9,70.4,88.9,88.9,91.9,73.4,88.9,88.9,88.9,70.4,88.9,88.9,6,11,1,,0.0208,6,1,0.027,1,2,0.0417
D'Ernest Johnson,NE,RB,7,Yes,No,Yes,4,No,Yes,0.25,0.25,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Johnson,NYG,TE,147,No,No,Yes,125,No,No,0.016,0.504,0.2,15,38,28,0.7368,3,0.304,22,0.5789,319,106,40,319,3,1,29,8.3947,2,89.7,2.552,8.3947,0.8316,14.5,4.8182,1.8182,16,66.4936,66.4936,0.2585,49.9,71.9,60.9,71.9,82.9,74.9,63.9,71.9,71.9,71.9,60.9,82.9,71.9,6,12,4,0.28,0.1053,9,2,0.0909,1,,
Nyheim Hines,NO,RB,1,No,No,No,1,No,Yes,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Musgrave,GB,TE,90,Yes,Yes,Yes,77,No,No,,0.2857,0.1429,17,17,16,0.9412,,0.2208,13,0.7647,147,45,10,137,,,14,8.0588,2,101.8,1.9091,8.6471,0.5722,11.3077,3.4615,0.7692,7,26.9117,26.9117,0.1889,14.7,27.7,21.2,27.7,34.2,30.7,24.2,27.7,27.7,27.7,21.2,34.2,27.7,1,3,2,0.5714,0.1176,1,,,,1,0.0588
Aaron Jones,MIN,RB,76,No,No,No,61,No,Yes,0.918,0.0328,0.0164,12,8,7,0.875,,0.1311,7,0.875,42,31,4,22,,,5,2.75,,88.5,0.6885,5.25,-1.6911,6,4.4286,0.5714,2,11.4633,11.4633,0.1053,4.2,11.2,7.7,14.7,11.2,11.2,7.7,11.2,11.2,11.2,7.7,11.2,11.2,1,,,0.0328,,,,,,,
Luke Farrell,SF,TE,78,No,No,No,61,Yes,Yes,,0.1148,0.0492,17,9,8,0.8889,1,0.1475,8,0.8889,69,39,22,40,1,,6,4.4444,,135.6,1.1311,7.6667,1.0267,8.625,4.875,2.75,5,15.1912,15.1912,0.1154,11.9,19.9,15.9,19.9,23.9,19.9,14.9,18.9,18.9,18.9,14.9,23.9,18.9,3,3,,0.8361,,3,1,0.125,,,
Woody Marks,HST,RB,135,No,No,No,79,No,Yes,0.9241,0.0253,0.0506,16,10,5,0.5,1,0.1266,4,0.4,62,51,2,49,3,1,5,4.9,,100.8,0.7848,6.2,-0.8,15.5,12.75,0.5,4,18.5721,18.5721,0.0741,24.2,28.2,26.2,30.2,28.2,28.2,26.2,28.2,28.2,28.2,26.2,28.2,28.2,4,,,,,,,,,,
Christian Kirk,HST,WR,121,No,No,No,119,No,Yes,,0.7059,0.2941,13,28,21,0.75,3,0.2353,16,0.5714,150,82,24,171,1,1,17,6.1071,,54.2,1.2605,5.3571,-1.4753,9.375,5.125,1.5,10,50.588,50.588,0.2314,21,37,29,37,37,40,32,37,37,37,29,37,37,4,4,2,,0.0714,1,2,0.125,,1,0.0357
James Proche,TEN,WR,38,No,Yes,No,35,No,No,0.0286,0.2286,0.7429,9,5,3,0.6,,0.1429,3,0.6,22,,,69,,,2,13.8,1,70.4,0.6286,4.4,-4.3383,7.3333,,,1,10.376,10.376,0.1316,2.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,,,,,,,,,1,,
Xavier Restrepo,TEN,WR,5,No,No,No,5,No,Yes,,0.6,0.4,2,3,3,1,,0.6,2,0.6667,26,19,1,13,,,2,4.3333,,93.8,5.2,8.6667,1.615,13,9.5,0.5,2,6.6931,6.6931,0.6,2.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,1,1,,,,,,,,,
Puka Nacua,LA,WR,215,No,No,No,213,No,Yes,0.0047,0.4413,0.5305,16,87,76,0.8736,2,0.4085,71,0.8161,960,359,187,758,4,1,80,8.7126,4,123.2,4.507,11.0345,3.4415,13.5211,5.0563,2.6338,47,149.413,149.413,0.4047,119,190,154.5,190,190,193,156.5,189,189,189,153.5,190,189,7,16,2,0.0235,0.023,14,8,0.1127,3,,
David Martin-Robinson,TEN,TE,15,No,Yes,No,12,No,No,,0.0833,0.1667,15,5,4,0.8,1,0.4167,4,0.8,30,17,11,34,1,1,2,6.8,,131.3,2.5,6,-1.4157,7.5,4.25,2.75,3,9.6625,9.6625,0.3333,9,13,11,13,15,13,11,13,13,13,11,15,13,1,,,0.75,,,1,0.25,,,
Travis Homer,CHI,RB,2,Yes,Yes,Yes,2,No,Yes,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Higgins,HST,WR,157,No,No,No,154,No,Yes,,0.2143,0.7857,17,39,32,0.8205,4,0.2532,27,0.6923,305,79,24,351,3,3,29,9,2,118,1.9805,7.8205,0.0013,11.2963,2.9259,0.8889,19,68.251,68.251,0.2484,48.5,75.5,62,75.5,75.5,78.5,65,75.5,75.5,75.5,62,75.5,75.5,5,5,1,,0.0256,2,1,0.037,,,
Skyy Moore,SF,WR,32,No,No,No,32,Yes,Yes,,0.25,0.75,17,5,4,0.8,,0.1562,4,0.8,72,9,8,71,,,4,14.2,1,118.8,2.25,14.4,5.0503,18,2.25,2,4,8.3588,8.3588,0.1562,7.2,11.2,9.2,11.2,11.2,11.2,9.2,11.2,11.2,11.2,9.2,11.2,11.2,,2,,,,2,,,,,
Shane Zylstra,DET,TE,40,Yes,Yes,Yes,35,No,Yes,,0.4571,0.2286,5,1,1,1,,0.0286,1,1,4,1,1,3,,,,3,,83.3,0.1143,4,-2.3218,4,1,1,1,1.251,1.251,0.025,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,,,0.3143,,,,,,,
Malik Heath,GB,WR,34,No,Yes,No,29,Yes,Yes,,0.3793,0.5517,11,1,1,1,,0.0345,1,1,7,5,,2,,,1,2,,95.8,0.2414,7,1.6656,7,5,,1,1.388,1.388,0.0294,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,,,0.069,,,,,,,
Jalen Royals,KC,WR,11,No,No,No,10,No,No,,0.2,0.8,7,1,1,1,,0.1,1,1,2,,,2,,,,2,,79.2,0.2,2,-3.3344,2,,,,1.4373,1.4373,0.0909,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,,,,,,,,,
Nate Adkins,DEN,TE,22,No,No,No,16,No,Yes,,0.25,0.125,9,5,4,0.8,1,0.3125,2,0.4,12,8,4,14,,,5,2.8,,47.9,0.75,2.4,-3.9342,6,4,2,1,8.4537,8.4537,0.2273,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,1,,2,0.625,0.4,,,,,1,0.2
Tre Harris,LAC,WR,110,No,No,No,109,No,Yes,,0.3578,0.633,17,24,21,0.875,1,0.2202,18,0.75,168,70,34,148,1,1,17,6.1667,,107.6,1.5413,7,0.0367,9.3333,3.8889,1.8889,12,37.2147,37.2147,0.2182,22.8,40.8,31.8,40.8,40.8,43.8,34.8,40.8,40.8,40.8,31.8,40.8,40.8,2,7,1,0.0092,0.0417,5,2,0.1111,,1,0.0417
Luke Schoonmaker,DAL,TE,67,No,No,No,55,No,No,,0.1818,0.0182,17,14,14,1,1,0.2545,9,0.6429,64,50,19,54,,,8,3.8571,1,74.7,1.1636,4.5714,-1.779,7.1111,5.5556,2.1111,4,23.081,23.081,0.209,6.4,15.4,10.9,15.4,19.9,15.4,10.9,15.4,15.4,15.4,10.9,19.9,15.4,2,4,3,0.8,0.2143,1,,,,,
Darius Cooper,PHI,WR,40,No,Yes,No,38,No,Yes,,0.4211,0.5789,13,6,5,0.8333,,0.1579,5,0.8333,52,14,10,48,,,4,8,,102.8,1.3684,8.6667,1.6335,10.4,2.8,2,4,9.3438,9.3438,0.15,5.2,10.2,7.7,10.2,10.2,10.2,7.7,10.2,10.2,10.2,7.7,10.2,10.2,,1,,,,1,,,,,
Jack Stoll,NO,TE,25,No,Yes,No,19,No,No,,0.1579,0.0526,15,7,4,0.5714,1,0.3684,4,0.5714,35,16,5,39,1,1,6,5.5714,1,70.5,1.8421,5,-2.094,8.75,4,1.25,1,12.0723,12.0723,0.28,9.5,13.5,11.5,13.5,15.5,13.5,11.5,13.5,13.5,13.5,11.5,15.5,13.5,1,,,0.7895,,,,,,,
Russell Gage,SF,WR,8,No,No,No,8,No,No,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,1.5422,1.5422,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Fidone,NYG,TE,6,No,Yes,No,5,No,No,,0.6,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,
Braxton Berrios,HST,WR,25,No,Yes,No,25,No,Yes,,0.64,0.36,4,4,4,1,,0.16,4,1,34,10,5,24,,,4,6,,102.1,1.36,8.5,1.6686,8.5,2.5,1.25,3,6.3378,6.3378,0.16,3.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,1,,,,,,1,0.25,,,
Travis Hunter,JAX,WR,83,No,No,No,82,No,Yes,0.0244,0.6098,0.3659,7,21,13,0.619,1,0.2561,11,0.5238,127,64,39,155,,,15,7.381,2,31.3,1.5488,6.0476,-1.0728,11.5455,5.8182,3.5455,4,36.8503,36.8503,0.253,12.7,23.7,18.2,23.7,23.7,26.7,21.2,23.7,23.7,23.7,18.2,23.7,23.7,3,1,2,,0.0952,1,6,0.5455,,,
Kendre Miller,NO,RB,17,No,No,Yes,10,No,Yes,0.8,0.1,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK Metcalf,PIT,WR,158,No,No,No,154,No,No,,0.2078,0.7922,15,37,33,0.8919,2,0.2403,27,0.7297,335,176,63,226,3,2,31,6.1081,1,127.6,2.1753,9.0541,2.2557,12.4074,6.5185,2.3333,18,65.3351,65.3351,0.2342,51.5,78.5,65,78.5,78.5,81.5,68,78.5,78.5,78.5,65,78.5,78.5,5,6,2,,0.0541,3,5,0.1852,,,
Mark Andrews,BLT,TE,127,No,Yes,Yes,115,Yes,Yes,,0.7391,0.1391,17,40,32,0.8,7,0.3478,30,0.75,265,71,31,317,3,2,32,7.925,2,117.2,2.3043,6.625,-0.9909,8.8333,2.3667,1.0333,16,76.312,76.312,0.315,44.5,74.5,59.5,74.5,89.5,77.5,62.5,74.5,74.5,74.5,59.5,89.5,74.5,9,5,2,0.1217,0.05,5,1,0.0333,,,
Parker Washington,JAX,WR,176,No,Yes,No,171,No,No,0.0058,0.5146,0.4795,16,58,45,0.7759,3,0.3392,39,0.6724,624,196,73,700,3,3,49,12.069,11,105.8,3.6491,10.7586,2.3662,16,5.0256,1.8718,28,106.5217,106.5217,0.3295,80.4,119.4,99.9,119.4,119.4,122.4,102.9,119.4,119.4,119.4,99.9,119.4,119.4,7,14,3,,0.0517,10,10,0.2564,2,,
Tyquan Thornton,KC,WR,82,No,No,No,78,No,No,,0.359,0.641,14,9,9,1,1,0.1154,8,0.8889,105,17,-1,119,1,1,5,13.2222,3,152.3,1.3462,11.6667,2.6429,13.125,2.125,-0.125,6,20.0643,20.0643,0.1098,16.5,24.5,20.5,24.5,24.5,27.5,23.5,24.5,24.5,24.5,20.5,24.5,24.5,1,1,,,,1,,,,,
Evan Hull,NO,RB,15,No,No,No,14,No,Yes,0.7857,,0.2143,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breece Hall,NYJ,RB,110,No,No,No,75,No,Yes,0.92,0.0267,0.0533,16,8,8,1,1,0.1067,5,0.625,37,15,5,29,,,7,3.625,,73.4,0.4933,4.625,-2.1367,7.4,3,1,1,13.9208,13.9208,0.0727,3.7,8.7,6.2,11.2,8.7,8.7,6.2,8.7,8.7,8.7,6.2,8.7,8.7,4,1,2,,0.25,,,,,,
Trent Sherfield,ARZ,WR,33,No,No,No,25,No,No,,0.36,0.6,12,1,1,1,,0.04,1,1,3,5,2,-2,,,1,-2,,79.2,0.12,3,-2.4991,3,5,2,,1.6892,1.6892,0.0303,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1,,,0.04,,,,,,,
Dameon Pierce,KC,RB,4,No,No,No,2,No,No,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Corum,LA,RB,81,No,No,No,46,No,Yes,0.8261,0.1522,0.0217,17,3,2,0.6667,,0.0652,,,,,,23,,,,7.6667,,39.6,,,-7.946,,,,,4.3249,4.3249,0.037,,,,,,,,,,,,,,,,2,,0.6667,,,,,,
Julian Hill,MIA,TE,86,Yes,No,Yes,47,No,Yes,0.0426,0.1702,0.0213,14,12,10,0.8333,,0.2553,9,0.75,100,81,27,40,,,7,3.3333,,64.6,2.1277,8.3333,1.8723,11.1111,9,3,5,19.0869,19.0869,0.1395,10,19,14.5,19,23.5,22,17.5,19,19,19,14.5,23.5,19,1,,1,0.766,0.0833,,1,0.1111,,,
Colson Yankoff,WAS,TE,10,No,Yes,No,6,No,Yes,0.3333,0.3333,0.3333,14,2,2,1,,0.3333,2,1,18,5,1,13,,,2,6.5,,104.2,3,9,1.3731,9,2.5,0.5,2,3.231,3.231,0.2,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,,,,,,,,,,,
Dylan Laube,LV,RB,6,No,No,No,4,No,No,1,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Brownlee,KC,WR,4,No,No,No,3,No,No,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taysom Hill,NO,TE,24,No,No,No,21,No,Yes,0.1429,0.4762,0.1905,13,5,4,0.8,,0.2381,2,0.4,11,5,1,21,,,5,4.2,,47.9,0.5238,2.2,-4.3427,5.5,2.5,0.5,,7.0134,7.0134,0.2083,1.1,3.1,2.1,3.1,4.1,3.1,2.1,3.1,3.1,3.1,2.1,4.1,3.1,,,2,0.1905,0.4,,,,,1,0.2
James Mitchell,CAR,TE,6,No,No,No,6,No,Yes,,0.5,,5,2,2,1,,0.3333,2,1,20,22,10,-2,,,2,-1,,108.3,3.3333,10,4.1797,10,11,5,2,2.8321,2.8321,0.3333,2,4,3,4,5,4,3,4,4,4,3,5,4,,,,0.5,,,,,,,
Cade Otton,TB,TE,207,No,No,No,174,No,Yes,0.0057,0.4828,0.2184,16,38,32,0.8421,1,0.2184,26,0.6842,246,134,47,191,,,26,5.0263,1,64.1,1.4138,6.4737,-0.3408,9.4615,5.1538,1.8077,10,58.687,58.687,0.1836,24.6,50.6,37.6,50.6,63.6,53.6,40.6,50.6,50.6,50.6,37.6,63.6,50.6,2,10,2,0.2931,0.0526,6,1,0.0385,,,
DeMario Douglas,NE,WR,70,Yes,No,Yes,70,No,Yes,0.0143,0.8,0.1857,17,18,12,0.6667,1,0.2571,12,0.6667,143,52,9,152,,,14,8.4444,,90.7,2.0429,7.9444,0.4114,11.9167,4.3333,0.75,8,33.8486,33.8486,0.2571,14.3,26.3,20.3,26.3,26.3,29.3,23.3,26.3,26.3,26.3,20.3,26.3,26.3,2,2,,,,2,,,2,,
Xavier Weaver,ARZ,WR,70,No,No,No,70,No,Yes,,0.2429,0.7571,9,3,2,0.6667,,0.0429,2,0.6667,29,10,,44,,,2,14.6667,1,58.3,0.4143,9.6667,0.445,14.5,5,,1,6.8969,6.8969,0.0429,2.9,4.9,3.9,4.9,4.9,4.9,3.9,4.9,4.9,4.9,3.9,4.9,4.9,,,,,,,,,,,
Carter Runyon,LV,TE,7,No,No,No,3,No,No,,,0.6667,10,1,1,1,,0.3333,1,1,3,6,1,-3,,,1,-3,,79.2,1,3,-2.8652,3,6,1,,1.5134,1.5134,0.1429,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,,,0.3333,,,,,,1,1
Malik Nabers,NYG,WR,24,No,No,No,23,No,Yes,,0.3043,0.6957,4,9,7,0.7778,,0.3913,5,0.5556,73,28,9,74,,,8,8.2222,,82.2,3.1739,8.1111,0.5937,14.6,5.6,1.8,4,18.7504,18.7504,0.375,7.3,12.3,9.8,12.3,12.3,12.3,9.8,12.3,12.3,12.3,9.8,12.3,12.3,,,2,,0.2222,,,,,,
Eric Saubert,SEA,TE,27,No,No,No,19,Yes,Yes,,0.1579,,11,2,1,0.5,,0.1053,1,0.5,12,6,4,21,,,,10.5,,68.8,0.6316,6,-2.8661,12,6,4,1,4.0672,4.0672,0.0741,1.2,2.2,1.7,2.2,2.7,2.2,1.7,2.2,2.2,2.2,1.7,2.7,2.2,2,,,0.8421,,,,,,,
Ray-Ray McCloud,NYG,WR,48,No,No,No,48,No,Yes,,0.4375,0.5625,6,8,5,0.625,1,0.1667,4,0.5,51,23,16,70,,,6,8.75,,70.3,1.0625,6.375,-1.3805,12.75,5.75,4,2,16.1956,16.1956,0.1667,5.1,9.1,7.1,9.1,9.1,9.1,7.1,9.1,9.1,9.1,7.1,9.1,9.1,1,1,1,,0.125,1,1,0.25,,,
Jimmy Horn,CAR,WR,26,No,No,No,26,No,Yes,,0.7308,0.2692,13,4,4,1,,0.1538,4,1,43,12,3,31,,,3,7.75,,111.5,1.6538,10.75,3.4008,10.75,3,0.75,2,5.9664,5.9664,0.1538,4.3,8.3,6.3,8.3,8.3,8.3,6.3,8.3,8.3,8.3,6.3,8.3,8.3,,,,,,,,,,,
Brian Robinson,SF,RB,40,No,No,No,30,Yes,Yes,0.9333,0.0667,,17,3,3,1,,0.1,3,1,10,1,1,9,,,1,3,,80.6,0.3333,3.3333,-3.1887,3.3333,0.3333,0.3333,,5.503,5.503,0.075,1,4,2.5,5.5,4,4,2.5,4,4,4,2.5,4,4,2,1,,,,1,,,,,
Alvin Kamara,NO,RB,99,No,No,No,67,No,Yes,0.8806,0.0597,0.0597,11,10,9,0.9,,0.1493,7,0.7,25,11,4,25,,,10,2.5,,72.9,0.3731,2.5,-3.9188,3.5714,1.5714,0.5714,1,17.1667,17.1667,0.101,1.5,8.5,5,12,8.5,8.5,4,7.5,7.5,7.5,4,8.5,7.5,4,,2,,0.2,,,,,,
Tucker Fisk,LAC,TE,24,No,No,No,14,No,Yes,,0.1429,0.0714,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7857,,,,,,,
Gunner Olszewski,NYG,WR,23,No,No,No,22,No,No,,0.5455,0.4545,16,5,5,1,,0.2273,5,1,84,44,11,40,,,3,8,,118.8,3.8182,16.8,9.3627,16.8,8.8,2.2,3,7.4373,7.4373,0.2174,8.4,13.4,10.9,13.4,13.4,13.4,10.9,13.4,13.4,13.4,10.9,13.4,13.4,,,,,,,,,,,
Tai Felton,MIN,WR,8,Yes,Yes,Yes,8,No,No,,0.125,0.875,14,2,2,1,,0.25,2,1,15,2,,13,,,2,6.5,,97.9,1.875,7.5,0.4932,7.5,1,,1,2.8142,2.8142,0.25,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,,,,,,,,,,
Tim Patrick,JAX,WR,62,No,Yes,No,59,No,No,,0.4746,0.5254,16,11,10,0.9091,3,0.1864,7,0.6364,80,24,4,116,1,1,8,10.5455,1,77.8,1.3559,7.2727,-0.8792,11.4286,3.4286,0.5714,5,23.9877,23.9877,0.1774,14,21,17.5,21,21,21,17.5,21,21,21,17.5,21,21,5,6,2,,0.1818,2,,,,,
Brian Thomas,JAX,WR,197,No,Yes,No,192,No,No,,0.2865,0.7135,14,44,37,0.8409,3,0.2292,29,0.6591,338,97,20,448,1,1,41,10.1818,3,87.1,1.7604,7.6818,-0.4108,11.6552,3.3448,0.6897,17,75.6707,75.6707,0.2234,39.8,68.8,54.3,68.8,68.8,71.8,57.3,68.8,68.8,68.8,54.3,68.8,68.8,4,6,3,,0.0682,2,3,0.1034,,,
DeAndre Hopkins,BLT,WR,68,No,Yes,Yes,67,Yes,Yes,,0.3284,0.6716,17,14,11,0.7857,,0.209,10,0.7143,109,38,7,107,,,11,7.6429,,94,1.6269,7.7857,0.4816,10.9,3.8,0.7,4,23.5494,23.5494,0.2059,10.9,20.9,15.9,20.9,20.9,23.9,18.9,20.9,20.9,20.9,15.9,20.9,20.9,,3,1,,0.0714,3,,,,,
Josh Reynolds,NYJ,WR,43,No,No,Yes,42,Yes,Yes,,0.2143,0.7857,5,6,4,0.6667,,0.1429,2,0.3333,20,,,63,,,5,10.5,1,43.8,0.4762,3.3333,-4.8657,10,,,1,10.9048,10.9048,0.1395,2,4,3,4,4,4,3,4,4,4,3,4,4,1,3,1,,0.1667,1,,,,,
Noah Gray,KC,TE,95,No,No,No,75,No,No,0.0267,0.3733,0.16,16,19,15,0.7895,,0.2533,13,0.6842,120,66,24,94,,,16,4.9474,,85.4,1.6,6.3158,-0.4447,9.2308,5.0769,1.8462,7,33.0894,33.0894,0.2,12,25,18.5,25,31.5,28,21.5,25,25,25,18.5,31.5,25,,2,2,0.44,0.1053,2,,,,,
Chimere Dike,TEN,WR,127,No,Yes,No,124,No,No,,0.7661,0.2339,17,25,17,0.68,2,0.2016,15,0.6,176,59,5,217,3,2,17,8.68,1,121,1.4194,7.04,-0.4215,11.7333,3.9333,0.3333,12,51.6966,51.6966,0.1969,35.6,50.6,43.1,50.6,50.6,53.6,46.1,50.6,50.6,50.6,43.1,50.6,50.6,7,2,2,,0.08,2,1,0.0667,1,,
Simi Fehoko,ARZ,WR,7,No,No,No,7,No,Yes,,0.2857,0.7143,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Hutchinson,HST,WR,178,No,No,No,173,No,Yes,,0.2023,0.7977,17,32,24,0.75,2,0.185,23,0.7188,290,119,42,259,2,,28,8.0938,2,120.6,1.6763,9.0625,1.5478,12.6087,5.1739,1.8261,13,59.1856,59.1856,0.1798,41,64,52.5,64,64,67,55.5,64,64,64,52.5,64,64,5,1,,,,1,3,0.1304,,1,0.0312
T.J. Hockenson,MIN,TE,152,No,No,Yes,133,No,No,0.0075,0.3609,0.1353,15,31,27,0.871,3,0.2331,20,0.6452,175,86,29,174,3,2,24,5.6129,1,111.6,1.3158,5.6452,-1.3575,8.75,4.3,1.45,13,57.4261,57.4261,0.2039,35.5,55.5,45.5,55.5,65.5,58.5,48.5,55.5,55.5,55.5,45.5,65.5,55.5,8,1,6,0.4962,0.1935,1,2,0.1,,,
Stone Smartt,NYJ,TE,27,Yes,No,No,24,No,Yes,,0.5,0.1667,8,8,7,0.875,,0.3333,6,0.75,46,26,22,37,,,8,4.625,,88.5,1.9167,5.75,-0.9125,7.6667,4.3333,3.6667,2,11.2452,11.2452,0.2963,4.6,10.6,7.6,10.6,13.6,10.6,7.6,10.6,10.6,10.6,7.6,13.6,10.6,,4,,0.3333,,3,1,0.1667,,,
